!
!
Tuolumne_ResInfo
res_num   storage   area      discharge elevation
1	0	0	999999	3510
1	410	124	999999	3520
1	439	127.9	999999	3520.1
1	468	131.8	999999	3520.2
1	497	135.7	999999	3520.3
1	526	139.6	999999	3520.4
1	555	143.5	999999	3520.5
1	583	147.4	999999	3520.6
1	612	151.3	999999	3520.7
1	641	155.2	999999	3520.8
1	670	159.1	999999	3520.9
1	699	163	999999	3521
1	728	166.9	999999	3521.1
1	757	170.8	999999	3521.2
1	786	174.7	999999	3521.3
1	815	178.6	999999	3521.4
1	843	182.5	999999	3521.5
1	872	186.4	999999	3521.6
1	901	190.3	999999	3521.7
1	930	194.2	999999	3521.8
1	959	198.1	999999	3521.9
1	988	202	999999	3522
1	1017	205.9	999999	3522.1
1	1046	209.8	999999	3522.2
1	1075	213.7	999999	3522.3
1	1104	217.6	999999	3522.4
1	1133	221.5	999999	3522.5
1	1161	225.4	999999	3522.6
1	1190	229.3	999999	3522.7
1	1219	233.2	999999	3522.8
1	1248	237.1	999999	3522.9
1	1277	241	999999	3523
1	1306	244.9	999999	3523.1
1	1335	248.8	999999	3523.2
1	1364	252.7	999999	3523.3
1	1393	256.6	999999	3523.4
1	1422	260.5	999999	3523.5
1	1450	264.4	999999	3523.6
1	1479	268.3	999999	3523.7
1	1508	272.2	999999	3523.8
1	1537	276.1	999999	3523.9
1	1566	280	999999	3524
1	1595	283.9	999999	3524.1
1	1624	287.8	999999	3524.2
1	1653	291.7	999999	3524.3
1	1682	295.6	999999	3524.4
1	1710	299.5	999999	3524.5
1	1739	303.4	999999	3524.6
1	1768	307.3	999999	3524.7
1	1797	311.2	999999	3524.8
1	1826	315.1	999999	3524.9
1	1855	319	999999	3525
1	1884	321.9	999999	3525.1
1	1913	324.4	999999	3525.2
1	1942	327.1	999999	3525.3
1	1971	329.8	999999	3525.4
1	1999	332.5	999999	3525.5
1	2028	335.2	999999	3525.6
1	2057	337.9	999999	3525.7
1	2086	340.6	999999	3525.8
1	2115	343.3	999999	3525.9
1	2144	346	999999	3526
1	2173	348.7	999999	3526.1
1	2202	351.4	999999	3526.2
1	2231	354.1	999999	3526.3
1	2260	356.8	999999	3526.4
1	2289	359.5	999999	3526.5
1	2317	362.2	999999	3526.6
1	2346	364.9	999999	3526.7
1	2375	367.6	999999	3526.8
1	2404	370.3	999999	3526.9
1	2433	373	999999	3527
1	2462	375.7	999999	3527.1
1	2491	378.4	999999	3527.2
1	2520	381.1	999999	3527.3
1	2549	383.8	999999	3527.4
1	2577	386.5	999999	3527.5
1	2606	389.2	999999	3527.6
1	2635	391.9	999999	3527.7
1	2664	394.6	999999	3527.8
1	2693	397.3	999999	3527.9
1	2722	400	999999	3528
1	2751	402.7	999999	3528.1
1	2780	405.4	999999	3528.2
