! New Baselines version (Jun 2009), based on (version 9B1) Common Assumptions CMP			
! 2005 Level of Development Assumptions			
! source spreadsheet: BST_SWP_SOD_2005_062709.xls			
swp_3pattern_A56			
contractor	month	percent	demand
33	4	100	0.07
33	5	100	0.12
33	6	100	0.16
33	7	100	0.18
33	8	100	0.21
33	9	100	0.16
33	10	100	0.05
33	11	100	0.02
33	12	100	0.01
33	1	100	0.01
33	2	100	0.01
33	3	100	0.00
34	4	100	0.07
34	5	100	0.12
34	6	100	0.16
34	7	100	0.18
34	8	100	0.21
34	9	100	0.16
34	10	100	0.05
34	11	100	0.02
34	12	100	0.01
34	1	100	0.01
34	2	100	0.01
34	3	100	0.00
35	4	100	0.11
35	5	100	0.12
35	6	100	0.17
35	7	100	0.21
35	8	100	0.23
35	9	100	0.17
35	10	100	0.00
35	11	100	0.00
35	12	100	0.00
35	1	100	0.00
35	2	100	0.00
35	3	100	0.00
36	4	100	0.07
36	5	100	0.12
36	6	100	0.16
36	7	100	0.18
36	8	100	0.21
36	9	100	0.16
36	10	100	0.05
36	11	100	0.02
36	12	100	0.01
36	1	100	0.01
36	2	100	0.01
36	3	100	0.00
37	4	100	0.00
37	5	100	0.00
37	6	100	0.00
37	7	100	0.00
37	8	100	0.00
37	9	100	0.70
37	10	100	0.30
37	11	100	0.00
37	12	100	0.00
37	1	100	0.00
37	2	100	0.00
37	3	100	0.00
38	4	100	0.07
38	5	100	0.12
38	6	100	0.16
38	7	100	0.18
38	8	100	0.21
38	9	100	0.16
38	10	100	0.05
38	11	100	0.02
38	12	100	0.01
38	1	100	0.01
38	2	100	0.01
38	3	100	0.00
39	4	100	0.07
39	5	100	0.12
39	6	100	0.16
39	7	100	0.18
39	8	100	0.21
39	9	100	0.16
39	10	100	0.05
39	11	100	0.02
39	12	100	0.01
39	1	100	0.01
39	2	100	0.01
39	3	100	0.00
1	4	60	0.01
1	5	60	0.02
1	6	60	0.05
1	7	60	0.07
1	8	60	0.11
1	9	60	0.13
1	10	60	0.16
1	11	60	0.18
1	12	60	0.15
1	1	60	0.08
1	2	60	0.03
1	3	60	0.01
2	4	60	0.08
2	5	60	0.02
2	6	60	0.05
2	7	60	0.08
2	8	60	0.08
2	9	60	0.23
2	10	60	0.16
2	11	60	0.18
2	12	60	0.05
2	1	60	0.03
2	2	60	0.01
2	3	60	0.03
3	4	60	0.00
3	5	60	0.00
3	6	60	0.00
3	7	60	0.00
3	8	60	0.06
3	9	60	0.19
3	10	60	0.22
3	11	60	0.22
3	12	60	0.22
3	1	60	0.08
3	2	60	0.00
3	3	60	0.00
4	4	60	0.06
4	5	60	0.06
4	6	60	0.24
4	7	60	0.34
4	8	60	0.30
4	9	60	0.00
4	10	60	0.00
4	11	60	0.00
4	12	60	0.00
4	1	60	0.00
4	2	60	0.00
4	3	60	0.00
5	4	60	0.07
5	5	60	0.12
5	6	60	0.16
5	7	60	0.18
5	8	60	0.21
5	9	60	0.16
5	10	60	0.05
5	11	60	0.02
5	12	60	0.01
5	1	60	0.01
5	2	60	0.01
5	3	60	0.00
6	4	60	0.31
6	5	60	0.27
6	6	60	0.16
6	7	60	0.26
6	8	60	0.00
6	9	60	0.00
6	10	60	0.00
6	11	60	0.00
6	12	60	0.00
6	1	60	0.00
6	2	60	0.00
6	3	60	0.00
7	4	60	0.07
7	5	60	0.12
7	6	60	0.16
7	7	60	0.18
7	8	60	0.21
7	9	60	0.16
7	10	60	0.05
7	11	60	0.02
7	12	60	0.01
7	1	60	0.01
7	2	60	0.01
7	3	60	0.00
8	4	60	0.08
8	5	60	0.08
8	6	60	0.12
8	7	60	0.18
8	8	60	0.21
8	9	60	0.18
8	10	60	0.05
8	11	60	0.05
8	12	60	0.03
8	1	60	0.02
8	2	60	0.00
8	3	60	0.00
9	4	60	0.07
9	5	60	0.12
9	6	60	0.16
9	7	60	0.18
9	8	60	0.21
9	9	60	0.16
9	10	60	0.05
9	11	60	0.02
9	12	60	0.01
9	1	60	0.01
9	2	60	0.01
9	3	60	0.00
10	4	60	0.00
10	5	60	0.00
10	6	60	0.00
10	7	60	0.00
10	8	60	0.40
10	9	60	0.40
10	10	60	0.20
10	11	60	0.00
10	12	60	0.00
10	1	60	0.00
10	2	60	0.00
10	3	60	0.00
11	4	60	0.07
11	5	60	0.12
11	6	60	0.16
11	7	60	0.18
11	8	60	0.21
11	9	60	0.16
11	10	60	0.05
11	11	60	0.02
11	12	60	0.01
11	1	60	0.01
11	2	60	0.01
11	3	60	0.00
12	4	60	0.08
12	5	60	0.08
12	6	60	0.12
12	7	60	0.18
12	8	60	0.21
12	9	60	0.18
12	10	60	0.05
12	11	60	0.05
12	12	60	0.03
12	1	60	0.02
12	2	60	0.00
12	3	60	0.00
13	4	60	0.11
13	5	60	0.11
13	6	60	0.11
13	7	60	0.11
13	8	60	0.26
13	9	60	0.32
13	10	60	0.00
13	11	60	0.00
13	12	60	0.00
13	1	60	0.00
13	2	60	0.00
13	3	60	0.00
14	4	60	1.00
14	5	60	0.00
14	6	60	0.00
14	7	60	0.00
14	8	60	0.00
14	9	60	0.00
14	10	60	0.00
14	11	60	0.00
14	12	60	0.00
14	1	60	0.00
14	2	60	0.00
14	3	60	0.00
15	4	60	0.07
15	5	60	0.12
15	6	60	0.16
15	7	60	0.18
15	8	60	0.21
15	9	60	0.16
15	10	60	0.05
15	11	60	0.02
15	12	60	0.01
15	1	60	0.01
15	2	60	0.01
15	3	60	0.00
16	4	60	0.03
16	5	60	0.11
16	6	60	0.13
16	7	60	0.20
16	8	60	0.37
16	9	60	0.15
16	10	60	0.00
16	11	60	0.00
16	12	60	0.00
16	1	60	0.00
16	2	60	0.00
16	3	60	0.00
17	4	60	0.08
17	5	60	0.14
17	6	60	0.25
17	7	60	0.53
17	8	60	0.00
17	9	60	0.00
17	10	60	0.00
17	11	60	0.00
17	12	60	0.00
17	1	60	0.00
17	2	60	0.00
17	3	60	0.00
18	4	60	0.11
18	5	60	0.21
18	6	60	0.38
18	7	60	0.29
18	8	60	0.00
18	9	60	0.00
18	10	60	0.00
18	11	60	0.00
18	12	60	0.00
18	1	60	0.00
18	2	60	0.00
18	3	60	0.00
19	4	60	0.01
19	5	60	0.17
19	6	60	0.27
19	7	60	0.15
19	8	60	0.40
19	9	60	0.00
19	10	60	0.00
19	11	60	0.00
19	12	60	0.00
19	1	60	0.00
19	2	60	0.00
19	3	60	0.00
20	4	60	0.07
20	5	60	0.12
20	6	60	0.16
20	7	60	0.18
20	8	60	0.21
20	9	60	0.16
20	10	60	0.05
20	11	60	0.02
20	12	60	0.01
20	1	60	0.01
20	2	60	0.01
20	3	60	0.00
21	4	60	0.07
21	5	60	0.12
21	6	60	0.16
21	7	60	0.18
21	8	60	0.21
21	9	60	0.16
21	10	60	0.05
21	11	60	0.02
21	12	60	0.01
21	1	60	0.01
21	2	60	0.01
21	3	60	0.00
22	4	60	0.07
22	5	60	0.12
22	6	60	0.16
22	7	60	0.18
22	8	60	0.21
22	9	60	0.16
22	10	60	0.05
22	11	60	0.02
22	12	60	0.01
22	1	60	0.01
22	2	60	0.01
22	3	60	0.00
23	4	60	0.07
23	5	60	0.12
23	6	60	0.16
23	7	60	0.18
23	8	60	0.21
23	9	60	0.16
23	10	60	0.05
23	11	60	0.02
23	12	60	0.01
23	1	60	0.01
23	2	60	0.01
23	3	60	0.00
24	4	60	0.07
24	5	60	0.12
24	6	60	0.16
24	7	60	0.18
24	8	60	0.21
24	9	60	0.16
24	10	60	0.05
24	11	60	0.02
24	12	60	0.01
24	1	60	0.01
24	2	60	0.01
24	3	60	0.00
25	4	60	0.07
25	5	60	0.12
25	6	60	0.16
25	7	60	0.18
25	8	60	0.21
25	9	60	0.16
25	10	60	0.05
25	11	60	0.02
25	12	60	0.01
25	1	60	0.01
25	2	60	0.01
25	3	60	0.00
26	4	60	0.08
26	5	60	0.08
26	6	60	0.08
26	7	60	0.08
26	8	60	0.08
26	9	60	0.08
26	10	60	0.08
26	11	60	0.08
26	12	60	0.08
26	1	60	0.08
26	2	60	0.08
26	3	60	0.08
27	4	60	0.07
27	5	60	0.12
27	6	60	0.16
27	7	60	0.18
27	8	60	0.21
27	9	60	0.16
27	10	60	0.05
27	11	60	0.02
27	12	60	0.01
27	1	60	0.01
27	2	60	0.01
27	3	60	0.00
28	4	60	0.00
28	5	60	0.00
28	6	60	0.00
28	7	60	0.85
28	8	60	0.15
28	9	60	0.00
28	10	60	0.00
28	11	60	0.00
28	12	60	0.00
28	1	60	0.00
28	2	60	0.00
28	3	60	0.00
29	4	60	0.07
29	5	60	0.12
29	6	60	0.16
29	7	60	0.18
29	8	60	0.21
29	9	60	0.16
29	10	60	0.05
29	11	60	0.02
29	12	60	0.01
29	1	60	0.01
29	2	60	0.01
29	3	60	0.00
30	4	60	0.15
30	5	60	0.15
30	6	60	0.23
30	7	60	0.28
30	8	60	0.20
30	9	60	0.00
30	10	60	0.00
30	11	60	0.00
30	12	60	0.00
30	1	60	0.00
30	2	60	0.00
30	3	60	0.00
31	4	60	0.07
31	5	60	0.12
31	6	60	0.16
31	7	60	0.18
31	8	60	0.21
31	9	60	0.16
31	10	60	0.05
31	11	60	0.02
31	12	60	0.01
31	1	60	0.01
31	2	60	0.01
31	3	60	0.00
32	4	60	0.00
32	5	60	1.00
32	6	60	0.00
32	7	60	0.00
32	8	60	0.00
32	9	60	0.00
32	10	60	0.00
32	11	60	0.00
32	12	60	0.00
32	1	60	0.00
32	2	60	0.00
32	3	60	0.00
33	4	60	0.07
33	5	60	0.12
33	6	60	0.16
33	7	60	0.18
33	8	60	0.21
33	9	60	0.16
33	10	60	0.05
33	11	60	0.02
33	12	60	0.01
33	1	60	0.01
33	2	60	0.01
33	3	60	0.00
34	4	60	0.07
34	5	60	0.12
34	6	60	0.16
34	7	60	0.18
34	8	60	0.21
34	9	60	0.16
34	10	60	0.05
34	11	60	0.02
34	12	60	0.01
34	1	60	0.01
34	2	60	0.01
34	3	60	0.00
35	4	60	0.14
35	5	60	0.15
35	6	60	0.19
35	7	60	0.21
35	8	60	0.23
35	9	60	0.08
35	10	60	0.00
35	11	60	0.00
35	12	60	0.00
35	1	60	0.00
35	2	60	0.00
35	3	60	0.00
36	4	60	0.00
36	5	60	0.00
36	6	60	0.00
36	7	60	0.00
36	8	60	0.00
36	9	60	0.00
36	10	60	0.00
36	11	60	0.00
36	12	60	0.00
36	1	60	0.40
36	2	60	0.47
36	3	60	0.13
37	4	60	0.00
37	5	60	0.00
37	6	60	0.00
37	7	60	0.00
37	8	60	0.00
37	9	60	0.80
37	10	60	0.20
37	11	60	0.00
37	12	60	0.00
37	1	60	0.00
37	2	60	0.00
37	3	60	0.00
38	4	60	0.07
38	5	60	0.12
38	6	60	0.16
38	7	60	0.18
38	8	60	0.21
38	9	60	0.16
38	10	60	0.05
38	11	60	0.02
38	12	60	0.01
38	1	60	0.01
38	2	60	0.01
38	3	60	0.00
39	4	60	0.07
39	5	60	0.12
39	6	60	0.16
39	7	60	0.18
39	8	60	0.21
39	9	60	0.16
39	10	60	0.05
39	11	60	0.02
39	12	60	0.01
39	1	60	0.01
39	2	60	0.01
39	3	60	0.00
1	4	50	0.01
1	5	50	0.02
1	6	50	0.05
1	7	50	0.07
1	8	50	0.11
1	9	50	0.13
1	10	50	0.16
1	11	50	0.18
1	12	50	0.15
1	1	50	0.08
1	2	50	0.03
1	3	50	0.01
2	4	50	0.08
2	5	50	0.02
2	6	50	0.05
2	7	50	0.08
2	8	50	0.08
2	9	50	0.23
2	10	50	0.16
2	11	50	0.18
2	12	50	0.05
2	1	50	0.03
2	2	50	0.01
2	3	50	0.03
3	4	50	0.00
3	5	50	0.00
3	6	50	0.00
3	7	50	0.00
3	8	50	0.06
3	9	50	0.19
3	10	50	0.22
3	11	50	0.22
3	12	50	0.22
3	1	50	0.08
3	2	50	0.00
3	3	50	0.00
4	4	50	0.06
4	5	50	0.06
4	6	50	0.24
4	7	50	0.34
4	8	50	0.30
4	9	50	0.00
4	10	50	0.00
4	11	50	0.00
4	12	50	0.00
4	1	50	0.00
4	2	50	0.00
4	3	50	0.00
5	4	50	0.07
5	5	50	0.12
5	6	50	0.16
5	7	50	0.18
5	8	50	0.21
5	9	50	0.16
5	10	50	0.05
5	11	50	0.02
5	12	50	0.01
5	1	50	0.01
5	2	50	0.01
5	3	50	0.00
6	4	50	0.31
6	5	50	0.27
6	6	50	0.16
6	7	50	0.26
6	8	50	0.00
6	9	50	0.00
6	10	50	0.00
6	11	50	0.00
6	12	50	0.00
6	1	50	0.00
6	2	50	0.00
6	3	50	0.00
7	4	50	0.07
7	5	50	0.12
7	6	50	0.16
7	7	50	0.18
7	8	50	0.21
7	9	50	0.16
7	10	50	0.05
7	11	50	0.02
7	12	50	0.01
7	1	50	0.01
7	2	50	0.01
7	3	50	0.00
8	4	50	0.08
8	5	50	0.08
8	6	50	0.12
8	7	50	0.18
8	8	50	0.21
8	9	50	0.18
8	10	50	0.05
8	11	50	0.05
8	12	50	0.03
8	1	50	0.02
8	2	50	0.00
8	3	50	0.00
9	4	50	0.07
9	5	50	0.12
9	6	50	0.16
9	7	50	0.18
9	8	50	0.21
9	9	50	0.16
9	10	50	0.05
9	11	50	0.02
9	12	50	0.01
9	1	50	0.01
9	2	50	0.01
9	3	50	0.00
10	4	50	0.00
10	5	50	0.00
10	6	50	0.00
10	7	50	0.00
10	8	50	0.40
10	9	50	0.40
10	10	50	0.20
10	11	50	0.00
10	12	50	0.00
10	1	50	0.00
10	2	50	0.00
10	3	50	0.00
11	4	50	0.07
11	5	50	0.12
11	6	50	0.16
11	7	50	0.18
11	8	50	0.21
11	9	50	0.16
11	10	50	0.05
11	11	50	0.02
11	12	50	0.01
11	1	50	0.01
11	2	50	0.01
11	3	50	0.00
12	4	50	0.08
12	5	50	0.08
12	6	50	0.12
12	7	50	0.18
12	8	50	0.21
12	9	50	0.18
12	10	50	0.05
12	11	50	0.05
12	12	50	0.03
12	1	50	0.02
12	2	50	0.00
12	3	50	0.00
13	4	50	0.11
13	5	50	0.11
13	6	50	0.11
13	7	50	0.11
13	8	50	0.26
13	9	50	0.32
13	10	50	0.00
13	11	50	0.00
13	12	50	0.00
13	1	50	0.00
13	2	50	0.00
13	3	50	0.00
14	4	50	1.00
14	5	50	0.00
14	6	50	0.00
14	7	50	0.00
14	8	50	0.00
14	9	50	0.00
14	10	50	0.00
14	11	50	0.00
14	12	50	0.00
14	1	50	0.00
14	2	50	0.00
14	3	50	0.00
15	4	50	0.07
15	5	50	0.12
15	6	50	0.16
15	7	50	0.18
15	8	50	0.21
15	9	50	0.16
15	10	50	0.05
15	11	50	0.02
15	12	50	0.01
15	1	50	0.01
15	2	50	0.01
15	3	50	0.00
16	4	50	0.03
16	5	50	0.11
16	6	50	0.13
16	7	50	0.20
16	8	50	0.37
16	9	50	0.15
16	10	50	0.00
16	11	50	0.00
16	12	50	0.00
16	1	50	0.00
16	2	50	0.00
16	3	50	0.00
17	4	50	0.08
17	5	50	0.14
17	6	50	0.25
17	7	50	0.53
17	8	50	0.00
17	9	50	0.00
17	10	50	0.00
17	11	50	0.00
17	12	50	0.00
17	1	50	0.00
17	2	50	0.00
17	3	50	0.00
18	4	50	0.11
18	5	50	0.21
18	6	50	0.38
18	7	50	0.29
18	8	50	0.00
18	9	50	0.00
18	10	50	0.00
18	11	50	0.00
18	12	50	0.00
18	1	50	0.00
18	2	50	0.00
18	3	50	0.00
19	4	50	0.01
19	5	50	0.17
19	6	50	0.27
19	7	50	0.15
19	8	50	0.40
19	9	50	0.00
19	10	50	0.00
19	11	50	0.00
19	12	50	0.00
19	1	50	0.00
19	2	50	0.00
19	3	50	0.00
20	4	50	0.07
20	5	50	0.12
20	6	50	0.16
20	7	50	0.18
20	8	50	0.21
20	9	50	0.16
20	10	50	0.05
20	11	50	0.02
20	12	50	0.01
20	1	50	0.01
20	2	50	0.01
20	3	50	0.00
21	4	50	0.07
21	5	50	0.12
21	6	50	0.16
21	7	50	0.18
21	8	50	0.21
21	9	50	0.16
21	10	50	0.05
21	11	50	0.02
21	12	50	0.01
21	1	50	0.01
21	2	50	0.01
21	3	50	0.00
22	4	50	0.07
22	5	50	0.12
22	6	50	0.16
22	7	50	0.18
22	8	50	0.21
22	9	50	0.16
22	10	50	0.05
22	11	50	0.02
22	12	50	0.01
22	1	50	0.01
22	2	50	0.01
22	3	50	0.00
23	4	50	0.07
23	5	50	0.12
23	6	50	0.16
23	7	50	0.18
23	8	50	0.21
23	9	50	0.16
23	10	50	0.05
23	11	50	0.02
23	12	50	0.01
23	1	50	0.01
23	2	50	0.01
23	3	50	0.00
24	4	50	0.07
24	5	50	0.12
24	6	50	0.16
24	7	50	0.18
24	8	50	0.21
24	9	50	0.16
24	10	50	0.05
24	11	50	0.02
24	12	50	0.01
24	1	50	0.01
24	2	50	0.01
24	3	50	0.00
25	4	50	0.07
25	5	50	0.12
25	6	50	0.16
25	7	50	0.18
25	8	50	0.21
25	9	50	0.16
25	10	50	0.05
25	11	50	0.02
25	12	50	0.01
25	1	50	0.01
25	2	50	0.01
25	3	50	0.00
26	4	50	0.08
26	5	50	0.08
26	6	50	0.08
26	7	50	0.08
26	8	50	0.08
26	9	50	0.08
26	10	50	0.08
26	11	50	0.08
26	12	50	0.08
26	1	50	0.08
26	2	50	0.08
26	3	50	0.08
27	4	50	0.07
27	5	50	0.12
27	6	50	0.16
27	7	50	0.18
27	8	50	0.21
27	9	50	0.16
27	10	50	0.05
27	11	50	0.02
27	12	50	0.01
27	1	50	0.01
27	2	50	0.01
27	3	50	0.00
28	4	50	0.00
28	5	50	0.00
28	6	50	0.00
28	7	50	0.85
28	8	50	0.15
28	9	50	0.00
28	10	50	0.00
28	11	50	0.00
28	12	50	0.00
28	1	50	0.00
28	2	50	0.00
28	3	50	0.00
29	4	50	0.07
29	5	50	0.12
29	6	50	0.16
29	7	50	0.18
29	8	50	0.21
29	9	50	0.16
29	10	50	0.05
29	11	50	0.02
29	12	50	0.01
29	1	50	0.01
29	2	50	0.01
29	3	50	0.00
30	4	50	0.15
30	5	50	0.15
30	6	50	0.23
30	7	50	0.28
30	8	50	0.20
30	9	50	0.00
30	10	50	0.00
30	11	50	0.00
30	12	50	0.00
30	1	50	0.00
30	2	50	0.00
30	3	50	0.00
31	4	50	0.07
31	5	50	0.12
31	6	50	0.16
31	7	50	0.18
31	8	50	0.21
31	9	50	0.16
31	10	50	0.05
31	11	50	0.02
31	12	50	0.01
31	1	50	0.01
31	2	50	0.01
31	3	50	0.00
32	4	50	0.00
32	5	50	1.00
32	6	50	0.00
32	7	50	0.00
32	8	50	0.00
32	9	50	0.00
32	10	50	0.00
32	11	50	0.00
32	12	50	0.00
32	1	50	0.00
32	2	50	0.00
32	3	50	0.00
33	4	50	0.07
33	5	50	0.12
33	6	50	0.16
33	7	50	0.18
33	8	50	0.21
33	9	50	0.16
33	10	50	0.05
33	11	50	0.02
33	12	50	0.01
33	1	50	0.01
33	2	50	0.01
33	3	50	0.00
34	4	50	0.07
34	5	50	0.12
34	6	50	0.16
34	7	50	0.18
34	8	50	0.21
34	9	50	0.16
34	10	50	0.05
34	11	50	0.02
34	12	50	0.01
34	1	50	0.01
34	2	50	0.01
34	3	50	0.00
35	4	50	0.14
35	5	50	0.15
35	6	50	0.19
35	7	50	0.21
35	8	50	0.23
35	9	50	0.08
35	10	50	0.00
35	11	50	0.00
35	12	50	0.00
35	1	50	0.00
35	2	50	0.00
35	3	50	0.00
36	4	50	0.00
36	5	50	0.00
36	6	50	0.00
36	7	50	0.00
36	8	50	0.00
36	9	50	0.00
36	10	50	0.00
36	11	50	0.00
36	12	50	0.00
36	1	50	0.40
36	2	50	0.47
36	3	50	0.13
37	4	50	0.00
37	5	50	0.00
37	6	50	0.00
37	7	50	0.00
37	8	50	0.00
37	9	50	0.80
37	10	50	0.20
37	11	50	0.00
37	12	50	0.00
37	1	50	0.00
