Name,Min-Weight,Timestep-Cycle,Max-Weight,Timestep-Cycle
aprmaybanksctrl,0.1,1980-5-31-C24,0.1,1980-5-31-C24
aprmayexpctrl,0.1,1980-5-31-C24,0.1,1980-5-31-C24
aprmaytracyctrl,0.1,1980-5-31-C24,0.1,1980-5-31-C24
art_21_tot,1.0,1980-5-31-C22,1.0,1980-5-31-C22
buy_cbd028_08s_pa,2.0,1980-5-31-C24,2.0,1980-5-31-C24
buy_cbd049_08n_pa,2.0,1980-5-31-C24,2.0,1980-5-31-C24
buy_ccl005_04_pa1,2.0,1980-5-31-C24,2.0,1980-5-31-C24
buy_gcc065_08s_pa,2.0,1980-5-31-C24,2.0,1980-5-31-C24
buy_klr005_21_pa,2.0,1980-5-31-C24,2.0,1980-5-31-C24
buy_sac294_03_pa,2.0,1980-5-31-C24,2.0,1980-5-31-C24
buy_tcc022_04_pa2,2.0,1980-5-31-C24,2.0,1980-5-31-C24
buy_tcc036_07n_pa,2.0,1980-5-31-C24,2.0,1980-5-31-C24
buy_tcc081_07s_pa,2.0,1980-5-31-C24,2.0,1980-5-31-C24
buy_tcc111_07s_pa,2.0,1980-5-31-C24,2.0,1980-5-31-C24
buy_wtpcsd_02_pa,2.0,1980-5-31-C24,2.0,1980-5-31-C24
c16_tfb,298.0,1980-5-31-C14,298.0,1980-5-31-C14
c1_fm,200.0,1980-5-31-C22,200.0,1980-5-31-C22
c1_fm__fut__1,200.0,1980-5-31-C22,200.0,1980-5-31-C22
c1_fm__fut__10,200.0,1981-1-31-C22,200.0,1981-1-31-C22
c1_fm__fut__11,200.0,1981-1-31-C22,200.0,1981-1-31-C22
c1_fm__fut__2,200.0,1980-5-31-C22,200.0,1980-5-31-C22
c1_fm__fut__3,200.0,1980-5-31-C22,200.0,1980-5-31-C22
c1_fm__fut__4,200.0,1980-5-31-C22,200.0,1980-5-31-C22
c1_fm__fut__5,200.0,1980-5-31-C22,200.0,1980-5-31-C22
c1_fm__fut__6,200.0,1980-5-31-C22,200.0,1980-5-31-C22
c1_fm__fut__7,200.0,1980-5-31-C22,200.0,1980-5-31-C22
c1_fm__fut__8,200.0,1981-1-31-C22,200.0,1981-1-31-C22
c1_fm__fut__9,200.0,1981-1-31-C22,200.0,1981-1-31-C22
c2_fm,100.0,1980-5-31-C22,100.0,1980-5-31-C22
c2_fm__fut__1,100.0,1980-5-31-C22,100.0,1980-5-31-C22
c2_fm__fut__10,100.0,1981-1-31-C22,100.0,1981-1-31-C22
c2_fm__fut__11,100.0,1981-1-31-C22,100.0,1981-1-31-C22
c2_fm__fut__2,100.0,1980-5-31-C22,100.0,1980-5-31-C22
c2_fm__fut__3,100.0,1980-5-31-C22,100.0,1980-5-31-C22
c2_fm__fut__4,100.0,1980-5-31-C22,100.0,1980-5-31-C22
c2_fm__fut__5,100.0,1980-5-31-C22,100.0,1980-5-31-C22
c2_fm__fut__6,100.0,1980-5-31-C22,100.0,1980-5-31-C22
c2_fm__fut__7,100.0,1980-5-31-C22,100.0,1980-5-31-C22
c2_fm__fut__8,100.0,1981-1-31-C22,100.0,1981-1-31-C22
c2_fm__fut__9,100.0,1981-1-31-C22,100.0,1981-1-31-C22
c33b_fm,2500.0,1980-5-31-C22,2500.0,1980-5-31-C22
c33b_fm__fut__1,2500.0,1980-5-31-C22,2500.0,1980-5-31-C22
c33b_fm__fut__10,2500.0,1981-1-31-C22,2500.0,1981-1-31-C22
c33b_fm__fut__11,2500.0,1981-1-31-C22,2500.0,1981-1-31-C22
c33b_fm__fut__2,2500.0,1980-5-31-C22,2500.0,1980-5-31-C22
c33b_fm__fut__3,2500.0,1980-5-31-C22,2500.0,1980-5-31-C22
c33b_fm__fut__4,2500.0,1980-5-31-C22,2500.0,1980-5-31-C22
c33b_fm__fut__5,2500.0,1980-5-31-C22,2500.0,1980-5-31-C22
c33b_fm__fut__6,2500.0,1980-5-31-C22,2500.0,1980-5-31-C22
c33b_fm__fut__7,2500.0,1980-5-31-C22,2500.0,1980-5-31-C22
c33b_fm__fut__8,2500.0,1981-1-31-C22,2500.0,1981-1-31-C22
c33b_fm__fut__9,2500.0,1981-1-31-C22,2500.0,1981-1-31-C22
c3mif_fm,20000.0,1980-5-31-C22,20000.0,1980-5-31-C22
c3mif_fm__fut__1,20000.0,1980-5-31-C22,20000.0,1980-5-31-C22
c3mif_fm__fut__10,20000.0,1981-1-31-C22,20000.0,1981-1-31-C22
c3mif_fm__fut__11,20000.0,1981-1-31-C22,20000.0,1981-1-31-C22
c3mif_fm__fut__2,20000.0,1980-5-31-C22,20000.0,1980-5-31-C22
c3mif_fm__fut__3,20000.0,1980-5-31-C22,20000.0,1980-5-31-C22
c3mif_fm__fut__4,20000.0,1980-5-31-C22,20000.0,1980-5-31-C22
c3mif_fm__fut__5,20000.0,1980-5-31-C22,20000.0,1980-5-31-C22
c3mif_fm__fut__6,20000.0,1980-5-31-C22,20000.0,1980-5-31-C22
c3mif_fm__fut__7,20000.0,1980-5-31-C22,20000.0,1980-5-31-C22
c3mif_fm__fut__8,20000.0,1981-1-31-C22,20000.0,1981-1-31-C22
c3mif_fm__fut__9,20000.0,1981-1-31-C22,20000.0,1981-1-31-C22
c422_kc,999999.1,1980-5-31-C24,999999.1,1980-5-31-C24
c422_rel_p_whl,2005.0,1980-5-31-C24,2005.0,1980-5-31-C24
c423b_whl_sb,0.11,1980-5-31-C24,0.11,1980-5-31-C24
c423b_whl_sf,0.1,1980-5-31-C24,0.1,1980-5-31-C24
c424_dt,3000.0,1980-5-31-C24,3000.0,1980-5-31-C24
c931_tvc_r,0.1,1980-5-31-C14,0.1,1980-5-31-C14
c936_sw_r,0.1,1980-5-31-C14,0.1,1980-5-31-C14
c941b_cvc_r,0.1,1980-5-31-C14,0.1,1980-5-31-C14
c_abn010,20000.0,1980-5-31-C5,20000.0,1980-5-31-C5
c_ald001_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_almnr_mif,51000.0,1980-5-31-C4,51000.0,1980-5-31-C4
c_amr004_mif,5500.0,1980-5-31-C24,5500.0,1980-5-31-C24
c_amr004_mit,5500.0,1980-5-31-C24,5500.0,1980-5-31-C24
c_anc000,1.0,1980-5-31-C11,1.0,1980-5-31-C11
c_ang014_mif,3000.0,1980-5-31-C11,3000.0,1980-5-31-C11
c_ang017_mif,3000.0,1980-5-31-C11,3000.0,1980-5-31-C11
c_antlp_mif,55000.0,1980-5-31-C4,55000.0,1980-5-31-C4
c_asl013,99999.0,1980-5-31-C14,99999.0,1980-5-31-C14
c_bgc002_add,3000.0,1980-5-31-C4,3000.0,1980-5-31-C4
c_bgc002_mif,2000000.0,1980-5-31-C4,2000000.0,1980-5-31-C4
c_blkbt_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_blkbt_mif,17000.0,1980-5-31-C24,17000.0,1980-5-31-C24
c_bowmn_pwr,10000.0,1980-5-31-C5,10000.0,1980-5-31-C5
c_brr017_bdsa,5050.0,1980-5-31-C24,5050.0,1980-5-31-C24
c_brr017_mif,5100.0,1980-5-31-C24,5100.0,1980-5-31-C24
c_brr050_add_nid,500.0,1980-5-31-C5,500.0,1980-5-31-C5
c_brr050_add_pge,900.0,1980-5-31-C5,900.0,1980-5-31-C5
c_brr050_mif,30000.0,1980-5-31-C5,30000.0,1980-5-31-C5
c_brr050_mif_nid,1000.0,1980-5-31-C5,1000.0,1980-5-31-C5
c_brr050_mif_pge,1000.0,1980-5-31-C5,1000.0,1980-5-31-C5
c_brr050_pge_rest,15000.0,1980-5-31-C5,15000.0,1980-5-31-C5
c_brr061_mif,20000.0,1980-5-31-C5,20000.0,1980-5-31-C5
c_brr066_mif,20000.0,1980-5-31-C5,20000.0,1980-5-31-C5
c_brr073_mif,20000.0,1980-5-31-C5,20000.0,1980-5-31-C5
c_brs018,99999.0,1980-5-31-C14,99999.0,1980-5-31-C14
c_brt003,10.0,1980-5-31-C8,10.0,1980-5-31-C8
c_brv002_mif,200000.0,1980-5-31-C8,200000.0,1980-5-31-C8
c_bsh002_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_bsl001a_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_bsl001b_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_bsl004_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_btc003_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_bvc007_add,1.0,1980-5-31-C11,1.0,1980-5-31-C11
c_bvc007_mif,5000.0,1980-5-31-C11,5000.0,1980-5-31-C11
c_caa003_cvpded,10.0,1980-5-31-C24,10.0,1980-5-31-C24
c_caa003_wts_stg1,1300.0,1980-5-31-C24,1300.0,1980-5-31-C24
c_cch012_add,3000.0,1980-5-31-C24,3000.0,1980-5-31-C24
c_cch012_mif,5100.0,1980-5-31-C24,5100.0,1980-5-31-C24
c_cch030_mif,5100.0,1980-5-31-C24,5100.0,1980-5-31-C24
c_ccs009_add,1000.0,1980-5-31-C5,1000.0,1980-5-31-C5
c_ccs009_mif,20000.0,1980-5-31-C5,20000.0,1980-5-31-C5
c_cct011_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_clrlk_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_clrlk_mif,5000.0,1980-5-31-C24,5000.0,1980-5-31-C24
c_cmbie_add,900.0,1980-5-31-C5,900.0,1980-5-31-C5
c_cmbie_mif,60000.4,1980-5-31-C5,60000.4,1980-5-31-C5
c_cmche_mif,50000.0,1980-5-31-C14,50000.0,1980-5-31-C14
c_cmp014_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_col002_mif,200000.0,1980-5-31-C8,200000.0,1980-5-31-C8
c_cpc008_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_csl005_mif,2000.0,1980-5-31-C24,2000.0,1980-5-31-C24
c_cvt009,1000.0,1980-5-31-C11,1000.0,1980-5-31-C11
c_cyn009_add,500.0,1980-5-31-C5,500.0,1980-5-31-C5
c_cyn009_mif,25000.0,1980-5-31-C5,25000.0,1980-5-31-C5
c_cyn010_add,5000.0,1980-5-31-C5,5000.0,1980-5-31-C5
c_cyn010_mif,20000.0,1980-5-31-C5,20000.0,1980-5-31-C5
c_dcc008_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_der004_mif,20000.0,1980-5-31-C5,20000.0,1980-5-31-C5
c_der011_mif,20000.0,1980-5-31-C5,20000.0,1980-5-31-C5
c_der022_mif,20000.0,1980-5-31-C5,20000.0,1980-5-31-C5
c_dgr_mif_apr,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_dgr_mif_aug,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_dgr_mif_jul,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_dgr_mif_jun,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_dgr_mif_may,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_dgr_mif_sep,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_donll_mif,10000.0,1980-5-31-C11,10000.0,1980-5-31-C11
c_eb_add_apr,500.0,1980-5-31-C6,500.0,1980-5-31-C6
c_eb_add_aug,500.0,1980-5-31-C6,500.0,1980-5-31-C6
c_eb_add_jul,500.0,1980-5-31-C6,500.0,1980-5-31-C6
c_eb_add_jun,500.0,1980-5-31-C6,500.0,1980-5-31-C6
c_eb_add_may,500.0,1980-5-31-C6,500.0,1980-5-31-C6
c_eb_add_sep,500.0,1980-5-31-C6,500.0,1980-5-31-C6
c_eb_mif_apr,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_eb_mif_aug,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_eb_mif_jul,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_eb_mif_jun,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_eb_mif_may,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_eb_mif_sep,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_eb_spill_apr,500.0,1980-5-31-C6,500.0,1980-5-31-C6
c_eb_spill_aug,500.0,1980-5-31-C6,500.0,1980-5-31-C6
c_eb_spill_jul,500.0,1980-5-31-C6,500.0,1980-5-31-C6
c_eb_spill_jun,500.0,1980-5-31-C6,500.0,1980-5-31-C6
c_eb_spill_may,500.0,1980-5-31-C6,500.0,1980-5-31-C6
c_eb_spill_sep,500.0,1980-5-31-C6,500.0,1980-5-31-C6
c_ebp041,1000.0,1980-5-31-C14,1000.0,1980-5-31-C14
c_echol_mif,6000.0,1980-5-31-C7,6000.0,1980-5-31-C7
c_elenr_mif,100000.0,1980-5-31-C12,100000.0,1980-5-31-C12
c_elenr_smr,200.0,1980-5-31-C12,200.0,1980-5-31-C12
c_elt010_pwradd_nonlodi_febmay,11000.0,1980-5-31-C8,11000.0,1980-5-31-C8
c_elt010_pwradd_nonlodi_junjan,8000.0,1980-5-31-C8,8000.0,1980-5-31-C8
c_englb_add,3100.0,1980-5-31-C6,3100.0,1980-5-31-C6
c_englb_mif,50.0,1980-5-31-C6,50.0,1980-5-31-C6
c_epark_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_epark_mif,17000.0,1980-5-31-C24,17000.0,1980-5-31-C24
c_esl008,5.0,1980-5-31-C24,5.0,1980-5-31-C24
c_estmn_flood,900000.0,1980-5-31-C14,900000.0,1980-5-31-C14
c_estmnf,5000.0,1980-5-31-C14,5000.0,1980-5-31-C14
c_estmnm,1000.0,1980-5-31-C14,1000.0,1980-5-31-C14
c_fdc006_add,80000.0,1980-5-31-C6,80000.0,1980-5-31-C6
c_fdc006_mif,5100.0,1980-5-31-C6,5100.0,1980-5-31-C6
c_folsm_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_fpt000,10000.0,1980-5-31-C4,10000.0,1980-5-31-C4
c_frdyc_mif,70000.0,1980-5-31-C5,70000.0,1980-5-31-C5
c_frnch_mif,150000.0,1980-5-31-C5,150000.0,1980-5-31-C5
c_ftr003_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr003_mif,5500.0,1980-5-31-C24,5500.0,1980-5-31-C24
c_ftr008_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr012_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr014_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr016_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr018_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr021_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr025_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr028_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr029_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr030_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr031_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr036_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr039_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr039_mif,5500.0,1980-5-31-C24,5500.0,1980-5-31-C24
c_ftr045_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr048_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr051_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr053_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr059_add2,6.0,1980-5-31-C24,6.0,1980-5-31-C24
c_ftr059_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr059_mif,5500.0,1980-5-31-C24,5500.0,1980-5-31-C24
c_ftr063_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr067_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr068_add,1.0,1980-5-31-C24,1.0,1980-5-31-C24
c_ftr068_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ftr068_mif,5500.0,1980-5-31-C24,5500.0,1980-5-31-C24
c_ftr072_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_gcc065,1500.0,1980-5-31-C24,1500.0,1980-5-31-C24
c_gcc065_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_grl001_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_grl010_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_gzl008_mif,22000.0,1980-5-31-C4,22000.0,1980-5-31-C4
c_hnsly_flood,900000.0,1980-5-31-C14,900000.0,1980-5-31-C14
c_hnslyf,5000.0,1980-5-31-C14,5000.0,1980-5-31-C14
c_htchy_mif,100000.0,1980-5-31-C12,100000.0,1980-5-31-C12
c_htchy_smr,200.0,1980-5-31-C12,200.0,1980-5-31-C12
c_indvl_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_indvl_mif,10100.0,1980-5-31-C24,10100.0,1980-5-31-C24
c_jksmd_mif,70000.0,1980-5-31-C5,70000.0,1980-5-31-C5
c_jksmd_spill,99000.0,1980-5-31-C5,99000.0,1980-5-31-C5
c_jnksn_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_krt000,15000.0,1980-5-31-C4,15000.0,1980-5-31-C4
c_kswck_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_kswck_mif1,5500.0,1980-5-31-C24,5500.0,1980-5-31-C24
c_kswck_mif2,100.0,1980-5-31-C24,100.0,1980-5-31-C24
c_kswck_mif3,5500.0,1980-5-31-C24,5500.0,1980-5-31-C24
c_lbc049,500.0,1980-5-31-C5,500.0,1980-5-31-C5
c_lbear_flood,900000.0,1980-5-31-C8,900000.0,1980-5-31-C8
c_lbr002_add,500.0,1980-5-31-C5,500.0,1980-5-31-C5
c_lbr002_mif,50000.0,1980-5-31-C5,50000.0,1980-5-31-C5
c_lbuck_mif,51000.0,1980-5-31-C4,51000.0,1980-5-31-C4
c_lcbrf_mif,100000.0,1980-5-31-C5,100000.0,1980-5-31-C5
c_lkvly_mif,70000.0,1980-5-31-C5,70000.0,1980-5-31-C5
c_lloyd_mif,100000.0,1980-5-31-C12,100000.0,1980-5-31-C12
c_lloyd_smr,200.0,1980-5-31-C12,200.0,1980-5-31-C12
c_lrb003_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_lst003_mif,55000.0,1980-5-31-C4,55000.0,1980-5-31-C4
c_lwstn_add1,1900.0,1980-5-31-C24,1900.0,1980-5-31-C24
c_lwstn_add2,4000.0,1980-5-31-C24,4000.0,1980-5-31-C24
c_lwstn_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_lwstn_mif,5500.0,1980-5-31-C24,5500.0,1980-5-31-C24
c_lyons,200.0,1980-5-31-C11,200.0,1980-5-31-C11
c_lyons_mif,10000.0,1980-5-31-C11,10000.0,1980-5-31-C11
c_mcd033_mif,50000.0,1980-5-31-C14,50000.0,1980-5-31-C14
c_mcd052_mif,50000.0,1980-5-31-C14,50000.0,1980-5-31-C14
c_mclre_flood,900000.0,1980-5-31-C14,900000.0,1980-5-31-C14
c_mclref,1000000.0,1980-5-31-C14,1000000.0,1980-5-31-C14
c_mclremin,18500.0,1980-5-31-C14,18500.0,1980-5-31-C14
c_mdc032_f,1000.0,1980-5-31-C14,1000.0,1980-5-31-C14
c_mdsto_flood,1000000.0,1980-5-31-C14,1000000.0,1980-5-31-C14
c_melon_flood,900000.0,1980-5-31-C14,900000.0,1980-5-31-C14
c_melondo,18500.0,1980-5-31-C14,18500.0,1980-5-31-C14
c_melonf,1000000.0,1980-5-31-C14,1000000.0,1980-5-31-C14
c_melonmin,18000.0,1980-5-31-C14,18000.0,1980-5-31-C14
c_melonwq,20000.0,1980-5-31-C14,20000.0,1980-5-31-C14
c_mfa023_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_mfa025_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_mfa035_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_mfa036,5.0,1980-5-31-C7,5.0,1980-5-31-C7
c_mfa047_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_mfs012_mif,10000.0,1980-5-31-C11,10000.0,1980-5-31-C11
c_mfs016_mif,10000.0,1980-5-31-C11,10000.0,1980-5-31-C11
c_mfs047_add_2,5.0,1980-5-31-C11,5.0,1980-5-31-C11
c_mfs047_mif,10000.0,1980-5-31-C11,10000.0,1980-5-31-C11
c_mfs047_pow,40000.0,1980-5-31-C11,40000.0,1980-5-31-C11
c_mfy012_add,500.0,1980-5-31-C6,500.0,1980-5-31-C6
c_mfy012_mif,5500.0,1980-5-31-C6,5500.0,1980-5-31-C6
c_mfy044_mif,70000.0,1980-5-31-C5,70000.0,1980-5-31-C5
c_mil002_mif,10000.0,1980-5-31-C11,10000.0,1980-5-31-C11
c_mlrtn_cvp,0.1,1980-5-31-C14,0.1,1980-5-31-C14
c_mlrtn_swp,0.11,1980-5-31-C14,0.11,1980-5-31-C14
c_mlrtna,210000.0,1980-5-31-C14,210000.0,1980-5-31-C14
c_mlrtnf,1000000.0,1980-5-31-C14,1000000.0,1980-5-31-C14
c_mok034_mif,50000.0,1980-5-31-C14,50000.0,1980-5-31-C14
c_mok050_mif,50000.0,1980-5-31-C14,50000.0,1980-5-31-C14
c_mok082_mif,200000.0,1980-5-31-C8,200000.0,1980-5-31-C8
c_mrm001_add,2000.0,1980-5-31-C5,2000.0,1980-5-31-C5
c_mrm001_mif,65000.1,1980-5-31-C5,65000.1,1980-5-31-C5
c_mtmdw_mif,11000.0,1980-5-31-C4,11000.0,1980-5-31-C4
c_nbb_mif_apr,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_nbb_mif_aug,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_nbb_mif_jul,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_nbb_mif_jun,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_nbb_mif_may,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_nbb_mif_sep,5000.0,1980-5-31-C6,5000.0,1980-5-31-C6
c_nfa016_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_nff029_mif,11000.0,1980-5-31-C4,11000.0,1980-5-31-C4
c_nff035_mif,11000.0,1980-5-31-C4,11000.0,1980-5-31-C4
c_nff046_mif,51000.0,1980-5-31-C4,51000.0,1980-5-31-C4
c_nff058_mif,51000.0,1980-5-31-C4,51000.0,1980-5-31-C4
c_nfm006_mif,200000.0,1980-5-31-C8,200000.0,1980-5-31-C8
c_nfm010_mif,10.0,1980-5-31-C8,10.0,1980-5-31-C8
c_nfm029_mif,200000.0,1980-5-31-C8,200000.0,1980-5-31-C8
c_nfs005_mif,5000.0,1980-5-31-C11,5000.0,1980-5-31-C11
c_nfs007_mif,5000.0,1980-5-31-C11,5000.0,1980-5-31-C11
c_nfs009_mif,5000.0,1980-5-31-C11,5000.0,1980-5-31-C11
c_nfs032_mif,10000.0,1980-5-31-C11,10000.0,1980-5-31-C11
c_nfy002_mif,70000.0,1980-5-31-C6,70000.0,1980-5-31-C6
c_nhgan_flood,900000.0,1980-5-31-C14,900000.0,1980-5-31-C14
c_nlc002_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_nll016_mif,1100000.0,1980-5-31-C4,1100000.0,1980-5-31-C4
c_nna013_add,500.0,1980-5-31-C5,500.0,1980-5-31-C5
c_nna013_mif,100000.0,1980-5-31-C5,100000.0,1980-5-31-C5
c_ntoma_add2,1266.0,1980-5-31-C24,1266.0,1980-5-31-C24
c_ntoma_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_ntoma_mif,5500.0,1980-5-31-C24,5500.0,1980-5-31-C24
c_ntoma_mit,5500.0,1980-5-31-C24,5500.0,1980-5-31-C24
c_ogn004_add,500.0,1980-5-31-C6,500.0,1980-5-31-C6
c_ogn004_mif,5500.0,1980-5-31-C6,5500.0,1980-5-31-C6
c_orovl_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_orovl_ibu,1250.0,1980-5-31-C24,1250.0,1980-5-31-C24
c_orovl_pp135,0.02,1980-5-31-C24,0.02,1980-5-31-C24
c_orovl_rem,0.03,1980-5-31-C24,0.03,1980-5-31-C24
c_orovl_valve,0.01,1980-5-31-C24,0.01,1980-5-31-C24
c_parde_thrml,6600.0,1980-5-31-C14,6600.0,1980-5-31-C14
c_pedro_flood,900000.0,1980-5-31-C14,900000.0,1980-5-31-C14
c_pedrof,1000000.0,1980-5-31-C14,1000000.0,1980-5-31-C14
c_plc006_mif,35000.0,1980-5-31-C7,35000.0,1980-5-31-C7
c_plc009_mif,35000.0,1980-5-31-C7,35000.0,1980-5-31-C7
c_pth007_add,3000.0,1980-5-31-C24,3000.0,1980-5-31-C24
c_pth007_mif,5500.0,1980-5-31-C24,5500.0,1980-5-31-C24
c_pth011_add,3000.0,1980-5-31-C24,3000.0,1980-5-31-C24
c_pth011_mif,5500.0,1980-5-31-C24,5500.0,1980-5-31-C24
c_pth024_add,3000.0,1980-5-31-C24,3000.0,1980-5-31-C24
c_pth024_mif,5500.0,1980-5-31-C24,5500.0,1980-5-31-C24
c_pyr001_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_rub031_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_rub044_mif,5000.0,1980-5-31-C7,5000.0,1980-5-31-C7
c_rvphb_mif,51000.0,1980-5-31-C4,51000.0,1980-5-31-C4
c_sac017_mif,5500.0,1980-5-31-C24,5500.0,1980-5-31-C24
c_sac036_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac041_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac041_mif,2000.1,1980-5-31-C24,2000.1,1980-5-31-C24
c_sac048_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac049_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac050_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac053_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac057_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac061_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac062_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac063_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac064_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac065_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac066_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac074_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac075_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac077_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac078_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac081_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac082_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac083_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac085_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
c_sac091_flood,900000.0,1980-5-31-C24,900000.0,1980-5-31-C24
