Name,Min-Weight,Timestep-Cycle,Max-Weight,Timestep-Cycle
slack__fixgp_60n_nu2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_60n_pu_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_60s_na1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_60s_na2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_60s_nu1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_60s_pa1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_60s_pa2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_61_na1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_61_na2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_61_na2_d_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_61_na2_p_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_61_na3_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_61_na4_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_61_na5_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_61_na6_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_61_nu1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_61_nu2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_61_nu3_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_61_pa1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_61_pa2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_61_pa3_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_62_na1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_62_na2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_62_na3_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_62_na4_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_62_na5_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_62_na6_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_62_nu_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_63_na1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_63_na2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_63_na3_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_63_na4_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_63_na5_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_63_nu_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_63_pr1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_63_pr2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_63_pr3_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_64_na1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_64_na2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_64_nu_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_64_pa1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_64_pa2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_64_pa3_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_64_xa_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_71_na1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_71_na2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_71_nu_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_71_pa1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_71_pa2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_71_pa3_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_71_pa4_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_71_pa5_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_71_pa6_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_71_pa8_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_71_pu1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_71_pu2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_72_na1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_72_na2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_72_nu_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_72_pa_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_72_pr1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_72_pr2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_72_pr3_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_72_pr4_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_72_pr5_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_72_pr6_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_72_pu_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_72_xa1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_72_xa2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_72_xa3_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_73_na_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_73_nu_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_73_pa1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_73_pa2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_73_pa3_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_73_xa_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_90_pa1_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_90_pa2_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_90_pu_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_91_pa_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_91_pr_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_ebmud_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixgp_eldid_nu3_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixi_orovl_wts_1,999999.0,1980-5-31-C38,999999.0,1980-5-31-C38
slack__fixibu_1,99999.0,1980-5-31-C35,99999.0,1980-5-31-C35
slack__fixint_ibu_uwfe_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixnbapumping_1,99999.0,1980-5-31-C35,99999.0,1980-5-31-C35
slack__fixnbapumpingd_1,99999.0,1980-5-31-C35,99999.0,1980-5-31-C35
slack__fixndoi_add_ann_1,99999.0,1980-5-31-C36,99999.0,1980-5-31-C36
slack__fixndoi_add_cvp_1,999999.0,1980-5-31-C38,999999.0,1980-5-31-C38
slack__fixndoi_add_swp_1,99999.0,1980-5-31-C35,99999.0,1980-5-31-C35
slack__fixndoi_add_whlcv_1,99999.0,1980-5-31-C37,99999.0,1980-5-31-C37
slack__fixndoi_add_wts_1,99999.0,1980-5-31-C36,99999.0,1980-5-31-C36
slack__fixndoi_min_1,99999.0,1980-5-31-C35,99999.0,1980-5-31-C35
slack__fixpartnerpumping_1,99999.0,1980-5-31-C35,99999.0,1980-5-31-C35
slack__fixr_21_pa_ybp032_1,99999.0,1980-5-31-C35,99999.0,1980-5-31-C35
slack__fixr_25_na_csl005_1,99999.0,1980-5-31-C35,99999.0,1980-5-31-C35
slack__fixr_eawwtp_csl005_1,99999.0,1980-5-31-C35,99999.0,1980-5-31-C35
slack__fixr_wlwwtp_ybp032_1,99999.0,1980-5-31-C35,99999.0,1980-5-31-C35
slack__fixs_epark_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixs_folsm_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixs_kswck_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixs_shsta_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixs_sluis_1,999999.0,1980-5-31-C19,999999.0,1980-5-31-C19
slack__fixs_thrma_1,999999.0,1980-5-31-C38,999999.0,1980-5-31-C38
slack__fixs_thrmf_1,999999.0,1980-5-31-C38,999999.0,1980-5-31-C38
slack__fixs_trnty_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixs_wkytn_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsacsloughflow_1,99999.0,1980-5-31-C35,99999.0,1980-5-31-C35
slack__fixsg211_cow014_33_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg212_cow007_33_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg213_cow003_33_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg214_cow003_33_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg218_cwd004_35_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg219_cwd003_35_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg220_btl006_36_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg221_btl006_36_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg233_ant010_40_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg237_eld027_42_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg238_eld022_42_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg239_eld017_42_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg240_eld012_42_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg241_eld005_42_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg242_eld005_42_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg248_thm026_45_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg249_thm021_45_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg250_thm017_45_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg251_thm012_45_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg252_thm005_45_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg253_thm005_45_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg256_drc010_47_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg257_drc005_47_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg258_drc005_47_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg262_sac196_48_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg263_stn026_49_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg264_stn021_49_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg265_stn014_49_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg266_stn009_49_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg267_stn004_49_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg268_stn004_49_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg269_bcc012_50_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg270_bcc006_50_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg271_bcc004_50_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg272_bcc004_50_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg273_sac196_51_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg274_sac193_51_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg275_sac188_51_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg276_sac182_51_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg277_sac178_51_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg278_sac174_51_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg279_sac168_51_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg280_sac162_51_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg281_sac154_51_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg282_sac148_51_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg283_btc043_52_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg284_btc036_52_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg285_btc032_52_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg286_btc029_52_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg287_btc024_52_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg288_btc018_52_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg289_btc015_52_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg290_btc007_52_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg291_btc003_52_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg292_bsl001_52_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg293_sac148_53_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg294_sac141_53_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg295_sac134_53_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg296_sac129_53_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg297_sac122_53_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg298_sac115_53_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg299_sac106_53_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg300_sac097_53_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg301_sac092_53_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg318_cbd049_55_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg319_cbd044_55_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg320_cbd041_55_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg321_cbd037_55_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg322_cbd031_55_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg323_cbd031_56_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg324_cbd028_56_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg325_cbd023_56_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg326_cbd018_56_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg327_cbd012_56_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg328_cbd005_56_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg329_cbd000_56_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg330_sac092_57_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg331_sac085_57_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg332_sac083_57_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg333_bsl001_58_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg334_sbp031_58_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg335_sbp028_58_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg336_sbp024_58_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg337_sbp021_58_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg338_sbp018_58_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg339_sbp014_58_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg340_sbp012_58_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg341_ftr068_59_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg342_ftr063_59_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg343_ftr059_59_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg344_ftr053_59_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg345_ftr048_59_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg346_ftr045_59_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg347_ftr036_59_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg348_ftr029_59_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg349_yub011_60_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg350_yub006_60_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg351_yub002_60_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg352_ftr029_61_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg353_ftr025_61_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg354_ftr021_61_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg355_ftr016_61_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg356_ftr012_61_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg357_cmpfw_62_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg358_brr017_62_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg359_brr011_62_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg360_brr004_62_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg361_brr004_62_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg362_ftr012_63_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg363_ftr008_63_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg364_ftr008_64_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg365_ftr003_64_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg366_ftr003_64_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg367_sac083_65_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg368_sac082_65_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg369_sac081_65_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg370_sac078_65_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg371_sac075_65_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg372_sac066_65_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg373_sac063_65_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg374_folsm_66_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg375_ntoma_66_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg376_amr020_66_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg377_amr015_66_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg378_amr009_66_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg379_amr004_66_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg380_amr004_66_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg381_sac063_67_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg382_sac057_67_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg383_sac053_67_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg384_sac048_67_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg390_cch030_68_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg391_cch023_68_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg392_cch017_68_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg393_cch012_68_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg394_cch006_68_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg395_cch003_68_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg396_ybp032_68_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg397_ybp026_68_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg398_ybp023_68_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg399_ybp020_68_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg406_ybp020_70_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg407_ybp016_70_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg408_ybp014_70_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg409_ybp011_70_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg410_ybp007_70_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg411_ybp002_70_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg412_ybp002_70_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg450_mcw003_76_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg451_mcw003_76_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg452_cwd022_77_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg453_cwd018_77_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg454_cwd013_77_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg455_cwd009_77_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg456_cwd009_78_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg457_cwd004_78_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg458_ncw001_79_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg459_ncw001_79_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg460_scw025_80_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg461_scw020_80_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg462_scw020_80_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg463_scw008_81_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg464_scw004_81_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg465_scw004_81_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg466_stc010_82_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg467_stc008_82_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg468_stc008_82_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg469_cbd055_83_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg470_cbd052_83_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg471_cbd050_83_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsg472_cbd049_83_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixshort_swp_mwd_1,999999.0,1980-5-31-C38,999999.0,1980-5-31-C38
slack__fixshort_swp_oth_1,999999.0,1980-5-31-C38,999999.0,1980-5-31-C38
slack__fixshort_swp_pag_1,999999.0,1980-5-31-C38,999999.0,1980-5-31-C38
slack__fixshort_swp_pag_n_1,999999.0,1980-5-31-C38,999999.0,1980-5-31-C38
slack__fixshort_swp_pag_s_1,999999.0,1980-5-31-C38,999999.0,1980-5-31-C38
slack__fixshort_swp_pls_1,999999.0,1980-5-31-C38,999999.0,1980-5-31-C38
slack__fixshort_swp_pmi_1,999999.0,1980-5-31-C38,999999.0,1980-5-31-C38
slack__fixshort_swp_pmi_n_1,999999.0,1980-5-31-C38,999999.0,1980-5-31-C38
slack__fixshort_swp_pmi_s_1,999999.0,1980-5-31-C38,999999.0,1980-5-31-C38
slack__fixshort_swp_tot_s_1,999999.0,1980-5-31-C38,999999.0,1980-5-31-C38
slack__fixshort_swp_tota_1,999999.0,1980-5-31-C38,999999.0,1980-5-31-C38
slack__fixsl_1,99999.0,1980-5-31-C36,99999.0,1980-5-31-C36
slack__fixsouthbay_1,99999.0,1980-5-31-C35,99999.0,1980-5-31-C35
slack__fixsp_sac066_ybp020_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsp_sac083_ybp037_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsp_sac122_sbp021_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsp_sac148_btc003_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsp_sac159_btc003_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
slack__fixsp_sac178_btc003_1,999999.0,1980-5-31-C35,999999.0,1980-5-31-C35
