C*******************************************************************************
C                       Groundwater Hydrograph at Selected Nodes
C
C   NOUTH     ;  Total number of hydrographs to be printed
C                  (set NOUTH = 0 if no hydrograph data is to be printed)
C   GWHSOMEFL ;  File name for groundwater hydrograph output at specified locations
C                  * Leave blank if this output is not required
C   FACTXY    ;  Conversion factor for hydrograph location coordinates
C   ID        ;  Sequential ID number for hydrograph locations
C   ILAYER    ;  Aquifer layer number 
C                  (set ILAYER = 0 to print average head for all layers)
C   X         ;  x-coordinate of hydrograph location
C                  * Leave blank if location is specified as a node
C   Y         ;  y-coordinate of hydrograph location 
C                  * Leave blank if location is specified as a node
C   INODE     ;  Node number for hydrograph print-out 
C                  * Leave blank if location is specified x-y coordinate
C             
C-------------------------------------------------------------------------------
C   VALUE                                        DESCRIPTION
C-------------------------------------------------------------------------------
     1387                                           / NOUTH     169
     GWhyd.out                                  / GWSOMEFL
     3.2808                                      / FACTXY   
C-------------------------------------------------------------------------------
C   ID       ILAYER     X            Y            INODE                                   
C-------------------------------------------------------------------------------
 531	       1    782055       4063294
 532	       1    789077       4069483
 533	       1    791521       4071510
 534	       1    797481       4065727
 535	       1    806179       4066000
 536	       1    802899       4065883
 537	       1    817403       4068876
 538	       1    825522       4066714
 539	       1    587080       4337338
 540	       1    608616       4333023
 541	       1    612783       4332993
 542	       1    619429       4334268
 543	       1    616193       4331578
 544	       1    573596       4336356
 545	       1    569466       4331580
 546	       1    569659       4328319
 547	       1    627546       4336860
 548	       1    632327       4335197
 549	       1    626333       4331701
 550	       1    563159       4335466
 551	       1    634630       4331961
 552	       2    713902       4058323
 553	       1    712595       4059800
 554	       2    720703       4058618
 555	       1    721004       4058381
 556	       1    723731       4055709
 557	       2    719193       4054327
 558	       1    726059       4055337
 559	       2    727244       4054536
 560	       1    733577       4060291
 561	       2    736105       4057184
 562	       2    739125       4055758
 563	       1    733663       4055508
 564	       1    740209       4054456
 565	       2    739514       4052404
 566	       1    751954       4059112
 567	       1    745502       4056271
 568	       2    753310       4052889
 569	       1    751550       4054292
 570	       2    745207       4052498
 571	       1    760701       4061107
 572	       1    759624       4057064
 573	       2    757361       4053720
 574	       1    755449       4052030
 575	       1    761367       4053041
 576	       1    769242       4059860
 577	       1    764382       4060997
 578	       1    764598       4054862
 579	       1    778926       4061003
 580	       1    777443       4056756
 581	       1    773070       4053461
 582	       1    786427       4059673
 583	       1    790418       4055763
 584	       1    793582       4059137
 585	       1    800147       4052953
 586	       1    806294       4062771
 587	       1    803013       4062654
 588	       1    812815       4059761
 589	       1    812192       4056438
 590	       1    823836       4063227
 591	       1    821713       4060146
 592	       1    830476       4060579
 593	       2    832148       4058576
 594	       1    596185       4345747
 595	       1    611076       4339984
 596	       1    580315       4345901
 597	       1    584112       4345031
 598	       1    613463       4346290
 599	       1    620792       4345023
 600	       1    566356       4344627
 601	       1    573179       4344022
 602	       2    571715       4338059
 603	       1    625984       4346915
 604	       1    626120       4343864
 605	       1    562695       4345972
 606	       2    730504       4049782
 607	       1    728019       4048949
 608	       2    726478       4049641
 609	       1    727337       4047266
 610	       2    733159       4047355
 611	       1    733145       4046866
 612	       1    733672       4028370
 613	       2    731389       4046541
 614	       2    731518       4041725
 615	       1    740350       4047486
 616	       1    735488       4045075
 617	       1    736064       4026581
 618	       2    740608       4044351
 619	       2    736522       4041028
 620	       1    738960       4041062
 621	       1    746740       4049333
 622	       2    746866       4047770
 623	       2    748577       4046209
 624	       2    745341       4045284
 625	       2    757279       4049863
 626	       2    759700       4047126
 627	       2    758865       4041792
 628	       1    767141       4049698
 629	       1    771523       4044281
 630	       1    775192       4048752
 631	       1    780937       4045760
 632	       1    775036       4042671
 633	       1    784091       4049074
 634	       1    797157       4046360
 635	       1    803442       4049735
 636	       1    811483       4043599
 637	       1    817687       4053239
 638	       1    828778       4053689
 639	       1    824305       4051541
 640	       1    826125       4047997
 641	       1    829906       4045085
 642	       1    837312       4051919
 643	       1    835831       4048493
 644	       1    837029       4044471
 645	       1    600270       4355577
 646	       1    596437       4353298
 647	       1    603387       4349968
 648	       1    607261       4354261
 649	       2    605098       4349103
 650	       1    583626       4350075
 651	       1    575920       4349741
 652	       1    617828       4357844
 653	       1    615630       4355002
 654	       1    616665       4353175
 655	       1    621042       4351199
 656	       1    613419       4349897
 657	       1    616961       4348417
 658	       1    568025       4354119
 659	       1    570512       4355528
 660	       1    568262       4348727
 661	       1    628687       4353120
 662	       1    734470       4039340
 663	       2    743408       4037889
 664	       2    738628       4034924
 665	       2    741944       4034116
 666	       2    734748       4032064
 667	       2    751549       4039888
 668	       2    745104       4038803
 669	       1    745138       4034762
 670	       1    754936       4040009
 671	       2    756746       4035254
 672	       1    761358       4036192
 673	       2    759073       4033969
 674	       2    770115       4040593
 675	       2    766840       4040314
 676	       2    766677       4035710
 677	       1    781014       4042552
 678	       1    778952       4040875
 679	       1    773622       4034661
 680	       1    790772       4042909
 681	       1    787724       4036386
 682	       1    800406       4043206
 683	       1    793990       4042985
 684	       1    794444       4033334
 685	       1    806905       4043402
 686	       1    806346       4039682
 687	       1    803213       4035093
 688	       1    808391       4033954
 689	       1    820727       4043816
 690	       1    812570       4037127
 691	       1    824053       4038906
 692	       1    826198       4037041
 693	       1    837076       4036381
 694	       1    842201       4038094
 695	       1    848582       4038260
 696	       1    849848       4039634
 697	       1    602138       4362961
 698	       1    595893       4363836
 699	       1    589578       4361252
 700	       1    586436       4357987
 701	       1    591764       4357737
 702	       1    607137       4363272
 703	       1    611682       4359784
 704	       1    606077       4357630
 705	       1    579647       4362198
 706	       1    575682       4362669
 707	       1    615699       4366537
 708	       1    570447       4364618
 709	       1    569712       4362092
 710	       1    624476       4365130
 711	       1    626406       4360276
 712	       1    562575       4365161
 713	       1    564803       4365290
 714	       2    562477       4361353
 715	       1    737325       4029736
 716	       2    737348       4027271
 717	       2    745464       4029585
 718	       2    748713       4026846
 719	       1    746950       4026296
 720	       1    751801       4026935
 721	       2    751152       4024507
 722	       2    744298       4022212
 723	       1    748606       4023356
 724	       2    758881       4030476
 725	       1    755938       4030421
 726	       2    755212       4025491
 727	       1    761744       4022510
 728	       2    763645       4027410
 729	       2    769103       4024367
 730	       1    766859       4024265
 731	       1    779880       4032429
 732	       2    775303       4031193
 733	       2    773019       4029299
 734	       1    774436       4029377
 735	       1    790986       4031495
 736	       1    784530       4029770
 737	       1    788983       4027173
 738	       1    800307       4030303
 739	       1    795039       4029599
 740	       1    795320       4025032
 741	       1    818075       4025870
 742	       1    822663       4033330
 743	       1    823386       4030078
 744	       1    837145       4031381
 745	       1    832395       4028874
 746	       1    835807       4025304
 747	       1    841599       4032423
 748	       1    846825       4032353
 749	       1    846274       4025438
 750	       1    853069       4033995
 751	       1    851824       4027918
 752	       1    598254       4373867
 753	       1    598344       4368850
 754	       1    588887       4373420
 755	       1    590395       4368731
 756	       1    606290       4373518
 757	       1    579276       4374903
 758	       2    576939       4368753
 759	       2    579942       4367818
 760	       1    584108       4367773
 761	       1    614739       4375581
 762	       1    616687       4372368
 763	       1    619276       4372364
 764	       1    564725       4373547
 765	       1    624851       4368044
 766	       1    564399       4376674
 767	       2    749305       4015603
 768	       2    750825       4014047
 769	       2    756939       4020267
 770	       1    755424       4015814
 771	       2    755450       4014948
 772	       2    765267       4017530
 773	       2    771769       4016431
 774	       1    772823       4016375
 775	       1    766993       4013473
 776	       1    773244       4019587
 777	       1    779632       4019791
 778	       2    778135       4018210
 779	       1    783007       4016667
 780	       1    783486       4022671
 781	       2    787583       4020328
 782	       1    792408       4020489
 783	       2    784413       4017980
 784	       1    788332       4015109
 785	       1    797267       4021487
 786	       1    798952       4021123
 787	       2    794460       4015937
 788	       1    795711       4014346
 789	       1    809587       4022851
 790	       1    805512       4022862
 791	       1    808472       4019045
 792	       1    817862       4021383
 793	       1    820098       4015631
 794	       1    827050       4019691
 795	       1    827488       4016651
 796	       1    837681       4016885
 797	       1    846898       4022195
 798	       1    844006       4019545
 799	       2    851336       4017737
 800	       1    594632       4383212
 801	       1    600388       4378378
 802	       1    584843       4384597
 803	       1    591766       4379403
 804	       1    584539       4377911
 805	       1    604137       4385244
 806	       1    609188       4382683
 807	       1    606450       4378770
 808	       1    582087       4384622
 809	       1    576884       4379485
 810	       2    569589       4386209
 811	       1    566700       4381855
 812	       1    572213       4380983
 813	       1    563495       4384181
 814	       1    738760       4008556
 815	       1    738095       4005207
 816	       1    739749       4002354
 817	       1    744010       4002339
 818	       1    750694       4009846
 819	       2    757361       4009330
 820	       1    760861       4009400
 821	       1    757525       4002860
 822	       2    766981       4012085
 823	       2    766408       4007869
 824	       1    769000       4003228
 825	       2    779919       4012524
 826	       2    773474       4013119
 827	       1    778277       4011516
 828	       1    775005       4008236
 829	       1    778405       4004978
 830	       1    791268       4011008
 831	       2    786597       4006265
 832	       2    794409       4012102
 833	       2    794520       4010439
 834	       1    809612       4014296
 835	       1    805971       4014145
 836	       2    803204       4013982
 837	       2    802697       4007575
 838	       1    817398       4007942
 839	       1    827567       4010485
 840	       1    830254       4007097
 841	       2    824971       4008343
 842	       1    832345       4015134
 843	       1    836652       4006007
 844	       1    850666       4011351
 845	       1    848157       4009638
 846	       1    845027       4007635
 847	       1    855619       4012541
 848	       1    859544       4008499
 849	       1    852778       4007478
 850	       1    862554       4008991
 851	       1    601930       4393728
 852	       1    597841       4389479
 853	       1    586827       4394475
 854	       1    585688       4391998
 855	       1    591208       4390253
 856	       3    592331       4390976
 857	       1    603045       4394320
 858	       1    609378       4389213
 859	       1    581223       4395746
 860	       1    577107       4393284
 861	       1    565045       4392695
 862	       1    565736       4387129
 863	       1    750497       4001012
 864	       1    745830       4000702
 865	       1    751063       3997020
 866	       1    750589       3995285
 867	       2    760222       3999730
 868	       1    766690       3997149
 869	       2    770278       3998336
 870	       2    769939       3995582
 871	       2    764221       3995030
 872	       2    780379       4003530
 873	       2    773119       3998857
 874	       2    774710       3998441
 875	       2    789227       3997309
 876	       2    787676       3995647
