! New Baselines version (Jun 2009), based on (version 9B1) Common Assumptions CMP
! 2020D09E Level of Development Assumptions
! source spreadsheet: FIXED_BST_SWP_SOD_2021DCR_Oct2021.xlsm
swp_3pattern_demands
contractor       month            percent          demand           remainDemand
                4               10               50            19.70            93.54
                4               11               50            22.58            73.84
                4               12               50            18.50            51.25
                4                1               50            14.34            32.75
                4                2               50            11.47            18.42
                4                3               50             6.95             6.95
                5                4               50             0.45             7.87
                5                5               50             0.56             7.42
                5                6               50             1.46             6.86
                5                7               50             1.46             5.39
                5                8               50             1.57             3.93
                5                9               50             0.67             2.36
                5               10               50             0.00             1.69
                5               11               50             0.00             1.69
                5               12               50             0.00             1.69
                5                1               50             0.56             1.69
                5                2               50             0.56             1.12
                5                3               50             0.56             0.56
                6                4               50             3.29            77.67
                6                5               50             2.97            74.38
                6                6               50             3.07            71.42
                6                7               50             5.34            68.34
                6                8               50             7.21            63.01
                6                9               50             9.04            55.79
                6               10               50            10.68            46.75
                6               11               50            10.61            36.07
                6               12               50             9.28            25.45
                6                1               50             6.96            16.17
                6                2               50             5.40             9.21
                6                3               50             3.81             3.81
                7                4               50             0.00             8.42
                7                5               50             0.00             8.42
                7                6               50             0.00             8.42
                7                7               50             0.00             8.42
                7                8               50             0.00             8.42
                7                9               50             1.73             8.42
                7               10               50             2.68             6.69
                7               11               50             2.13             4.01
                7               12               50             1.04             1.88
                7                1               50             0.31             0.84
                7                2               50             0.38             0.53
                7                3               50             0.15             0.15
                8                4               50             0.00           126.82
                8                5               50             0.00           126.82
                8                6               50             0.00           126.82
                8                7               50             0.00           126.82
                8                8               50             0.00           126.82
                8                9               50             0.00           126.82
                8               10               50             0.00           126.82
                8               11               50            15.21           126.82
                8               12               50            27.90           111.61
                8                1               50            27.90            83.70
                8                2               50            27.90            55.80
                8                3               50            27.90            27.90
                9                4               50             2.89            27.50
                9                5               50             2.89            24.61
                9                6               50             1.19            21.72
                9                7               50             1.63            20.53
                9                8               50             1.98            18.90
                9                9               50             2.23            16.92
                9               10               50             3.15            14.69
                9               11               50             3.19            11.54
                9               12               50             2.94             8.34
                9                1               50             1.97             5.41
                9                2               50             1.41             3.43
                9                3               50             2.02             2.02
               10                4               50             0.00             9.30
               10                5               50             0.00             9.30
               10                6               50             0.00             9.30
               10                7               50             0.00             9.30
               10                8               50             0.20             9.30
               10                9               50             2.20             9.10
               10               10               50             2.80             6.90
               10               11               50             1.20             4.10
               10               12               50             1.20             2.90
               10                1               50             0.60             1.70
               10                2               50             0.60             1.10
               10                3               50             0.50             0.50
               11                4               50             0.25             4.83
               11                5               50             0.17             4.59
               11                6               50             0.16             4.41
               11                7               50             0.24             4.25
               11                8               50             0.45             4.01
               11                9               50             0.68             3.56
               11               10               50             0.77             2.87
               11               11               50             0.65             2.11
               11               12               50             0.52             1.46
               11                1               50             0.40             0.94
               11                2               50             0.25             0.54
               11                3               50             0.29             0.29
               12                4               50             0.00            50.17
               12                5               50             0.00            50.17
               12                6               50             0.00            50.17
               12                7               50             0.00            50.17
               12                8               50             0.00            50.17
               12                9               50             0.00            50.17
               12               10               50             0.00            50.17
               12               11               50             0.00            50.17
               12               12               50             0.00            50.17
               12                1               50            11.37            50.17
               12                2               50            19.40            38.81
               12                3               50            19.40            19.40
               13                4               50             0.80            35.73
               13                5               50             0.88            34.93
               13                6               50             0.98            34.05
               13                7               50             0.98            33.07
               13                8               50             1.15            32.10
               13                9               50             3.26            30.95
               13               10               50             7.46            27.69
               13               11               50             8.47            20.23
               13               12               50             4.12            11.76
               13                1               50             3.16             7.64
               13                2               50             2.03             4.48
               13                3               50             2.45             2.45
               14                4               50             0.00             2.88
               14                5               50             0.00             2.88
               14                6               50             0.00             2.88
               14                7               50             0.50             2.88
               14                8               50             1.05             2.38
               14                9               50             0.76             1.34
               14               10               50             0.28             0.58
               14               11               50             0.05             0.30
               14               12               50             0.05             0.25
               14                1               50             0.05             0.20
               14                2               50             0.05             0.15
               14                3               50             0.10             0.10
               15                4               50             1.08           134.60
               15                5               50             1.46           133.52
               15                6               50             1.98           132.06
               15                7               50             5.62           130.08
               15                8               50            13.92           124.46
               15                9               50            18.52           110.54
               15               10               50            25.89            92.02
               15               11               50            21.17            66.13
               15               12               50            16.96            44.96
               15                1               50            14.06            28.00
               15                2               50             7.96            13.94
               15                3               50             5.98             5.98
               16                4               50             0.89           551.71
               16                5               50             1.82           550.82
               16                6               50             2.53           549.01
               16                7               50             4.14           546.48
               16                8               50            32.64           542.34
               16                9               50           109.49           509.70
               16               10               50           140.42           400.21
               16               11               50           114.45           259.79
               16               12               50            60.14           145.34
               16                1               50            32.89            85.20
               16                2               50            26.44            52.32
               16                3               50            25.88            25.88
               17                4               50             0.03           112.71
               17                5               50             0.24           112.67
               17                6               50             0.03           112.44
               17                7               50             2.89           112.40
               17                8               50             6.91           109.51
               17                9               50            26.99           102.60
               17               10               50            28.67            75.61
               17               11               50            18.58            46.94
               17               12               50            16.24            28.35
               17                1               50             8.99            12.12
               17                2               50             2.86             3.13
               17                3               50             0.27             0.27
               18                4               50             0.31            82.25
               18                5               50             0.54            81.94
               18                6               50             1.63            81.40
               18                7               50             6.84            79.76
               18                8               50            12.03            72.92
               18                9               50            17.21            60.89
               18               10               50            17.69            43.68
               18               11               50            13.02            25.99
               18               12               50             8.15            12.97
               18                1               50             3.22             4.82
               18                2               50             1.19             1.60
               18                3               50             0.41             0.41
               19                4               50             0.70            88.17
               19                5               50             0.17            87.48
               19                6               50             0.68            87.31
               19                7               50             2.72            86.62
               19                8               50            10.57            83.90
               19                9               50            19.10            73.33
               19               10               50            24.97            54.24
               19               11               50            17.36            29.27
               19               12               50             9.53            11.91
               19                1               50             2.38             2.38
               19                2               50             0.00             0.00
               19                3               50             0.00             0.00
               20                4               50             0.07             2.30
               20                5               50             0.07             2.23
               20                6               50             0.16             2.17
               20                7               50             0.20             2.00
               20                8               50             0.29             1.81
               20                9               50             0.33             1.52
               20               10               50             0.33             1.19
               20               11               50             0.30             0.87
               20               12               50             0.24             0.57
               20                1               50             0.13             0.33
               20                2               50             0.11             0.20
               20                3               50             0.09             0.09
               21                4               50             0.00            89.71
               21                5               50             0.00            89.71
               21                6               50             6.90            89.71
               21                7               50             6.90            82.81
               21                8               50             9.14            75.91
               21                9               50             9.57            66.78
               21               10               50             9.89            57.21
               21               11               50            10.06            47.32
               21               12               50            10.06            37.26
               21                1               50             9.70            27.20
               21                2               50             8.97            17.49
               21                3               50             8.52             8.52
               22                4               50             0.00            15.92
               22                5               50             8.28            15.92
               22                6               50             7.64             7.64
               22                7               50             0.00             0.00
               22                8               50             0.00             0.00
               22                9               50             0.00             0.00
               22               10               50             0.00             0.00
               22               11               50             0.00             0.00
               22               12               50             0.00             0.00
               22                1               50             0.00             0.00
               22                2               50             0.00             0.00
               22                3               50             0.00             0.00
               23                4               50             0.56           477.62
               23                5               50             7.55           477.06
               23                6               50            13.72           469.52
               23                7               50            49.32           455.80
               23                8               50            55.40           406.48
               23                9               50            56.20           351.08
               23               10               50            63.02           294.88
               23               11               50            56.78           231.86
               23               12               50            47.04           175.08
               23                1               50            53.89           128.04
               23                2               50            37.27            74.15
               23                3               50            36.89            36.89
               24                4               50            79.75           849.83
               24                5               50            70.50           770.08
               24                6               50            79.94           699.57
               24                7               50           100.63           619.63
               24                8               50            92.73           519.01
               24                9               50            85.90           426.28
               24               10               50            32.59           340.38
               24               11               50            28.37           307.79
               24               12               50            32.11           279.42
               24                1               50            94.56           247.31
               24                2               50            89.52           152.75
               24                3               50            63.22            63.22
               25                4               50             0.00           378.41
               25                5               50             0.00           378.41
               25                6               50             4.20           378.41
               25                7               50            30.42           374.21
               25                8               50            50.46           343.79
               25                9               50            53.76           293.33
               25               10               50            69.87           239.57
               25               11               50            74.09           169.71
               25               12               50            47.42            95.61
               25                1               50            22.03            48.19
               25                2               50             9.07            26.17
               25                3               50            17.09            17.09
               26                4               50             4.12            78.27
               26                5               50             4.20            74.15
               26                6               50             4.20            69.95
               26                7               50             4.34            65.75
               26                8               50             4.74            61.41
               26                9               50             7.27            56.67
               26               10               50             9.45            49.40
               26               11               50             7.36            39.95
               26               12               50             9.07            32.59
               26                1               50            11.44            23.52
               26                2               50             6.93            12.08
               26                3               50             5.15             5.15
               27                4               50             0.15            21.77
               27                5               50             0.19            21.62
               27                6               50             0.26            21.43
               27                7               50             0.36            21.17
               27                8               50             0.51            20.81
               27                9               50             4.02            20.30
               27               10               50             4.13            16.28
               27               11               50             4.09            12.16
               27               12               50             3.33             8.07
               27                1               50             1.76             4.73
               27                2               50             1.52             2.97
               27                3               50             1.45             1.45
               28                4               50             0.00             4.67
               28                5               50             0.00             4.67
               28                6               50             0.00             4.67
               28                7               50             0.38             4.67
               28                8               50             0.61             4.29
               28                9               50             0.68             3.68
               28               10               50             0.94             3.00
               28               11               50             1.02             2.06
               28               12               50             0.62             1.04
               28                1               50             0.40             0.42
               28                2               50             0.00             0.02
               28                3               50             0.02             0.02
               29                4               50             0.88            19.39
               29                5               50             1.02            18.50
               29                6               50             1.97            17.48
               29                7               50             1.63            15.52
               29                8               50             3.19            13.88
               29                9               50             1.79            10.69
               29               10               50             2.13             8.90
               29               11               50             3.40             6.77
               29               12               50             1.08             3.37
               29                1               50             0.88             2.28
               29                2               50             0.74             1.40
               29                3               50             0.66             0.66
               30                4               50             1.51            97.68
               30                5               50             0.99            96.18
               30                6               50             4.64            95.18
               30                7               50             6.66            90.55
               30                8               50             8.16            83.89
               30                9               50             8.41            75.72
               30               10               50            11.44            67.32
               30               11               50            12.23            55.87
               30               12               50            12.69            43.64
               30                1               50            12.75            30.95
               30                2               50            11.26            18.21
               30                3               50             6.95             6.95
               31                4               50             0.00            28.80
               31                5               50             0.00            28.80
               31                6               50             0.00            28.80
               31                7               50             0.00            28.80
               31                8               50             1.03            28.80
               31                9               50             6.10            27.77
               31               10               50             6.30            21.67
               31               11               50             6.30            15.36
               31               12               50             5.80             9.06
               31                1               50             3.26             3.26
               31                2               50             0.00             0.00
               31                3               50             0.00             0.00
               32                4               50             0.80            16.21
               32                5               50             0.02            15.40
               32                6               50             1.45            15.38
               32                7               50             2.30            13.93
               32                8               50             2.07            11.63
               32                9               50             1.93             9.56
               32               10               50             1.63             7.63
               32               11               50             1.53             5.99
               32               12               50             1.35             4.46
               32                1               50             1.13             3.12
               32                2               50             0.98             1.99
               32                3               50             1.01             1.01
               33                4               50             1.43            19.58
               33                5               50             1.42            18.14
               33                6               50             1.54            16.73
               33                7               50             1.67            15.18
               33                8               50             1.75            13.51
               33                9               50             1.78            11.76
               33               10               50             1.85             9.98
               33               11               50             1.83             8.12
               33               12               50             1.73             6.29
               33                1               50             1.75             4.56
               33                2               50             1.44             2.81
               33                3               50             1.38             1.38
               34                4               50             3.04            44.72
               34                5               50             3.16            41.68
               34                6               50             3.47            38.52
               34                7               50             3.69            35.04
               34                8               50             4.33            31.36
               34                9               50             4.45            27.03
               34               10               50             4.71            22.57
               34               11               50             4.78            17.86
               34               12               50             4.53            13.08
               34                1               50             4.01             8.56
               34                2               50             2.04             4.55
               34                3               50             2.51             2.51
               35                4               50             0.00            96.99
               35                5               50             0.00            96.99
               35                6               50             0.62            96.99
               35                7               50             3.88            96.37
               35                8               50             6.40            92.49
               35                9               50            10.58            86.09
               35               10               50            11.17            75.51
               35               11               50            13.39            64.34
               35               12               50            12.72            50.94
               35                1               50            12.38            38.23
               35                2               50            12.88            25.84
               35                3               50            12.96            12.96
               36                4               50             0.00            41.79
               36                5               50             0.47            41.79
               36                6               50             0.65            41.32
               36                7               50             1.52            40.67
               36                8               50             4.67            39.15
               36                9               50             4.93            34.49
               36               10               50             6.88            29.55
               36               11               50             6.88            22.67
               36               12               50             6.42            15.78
               36                1               50             4.59             9.37
               36                2               50             1.71             4.77
               36                3               50             3.06             3.06
               37                4               50             0.00            87.47
               37                5               50             0.00            87.47
               37                6               50             0.00            87.47
               37                7               50             0.00            87.47
               37                8               50             1.33            87.47
               37                9               50            29.25            86.14
               37               10               50            30.82            56.89
               37               11               50            15.39            26.07
               37               12               50             1.67            10.68
               37                1               50             1.33             9.01
               37                2               50             2.00             7.68
               37                3               50             5.68             5.68
               38                4               50             0.00             3.15
               38                5               50             0.00             3.15
               38                6               50             0.00             3.15
               38                7               50             0.00             3.15
               38                8               50             0.00             3.15
               38                9               50             0.00             3.15
               38               10               50             0.00             3.15
               38               11               50             0.00             3.15
               38               12               50             0.00             3.15
               38                1               50             0.00             3.15
               38                2               50             3.15             3.15
               38                3               50             0.00             0.00
               39                4               50             0.00            16.85
               39                5               50             0.00            16.85
               39                6               50             0.00            16.85
               39                7               50             0.00            16.85
               39                8               50             0.00            16.85
               39                9               50             0.00            16.85
               39               10               50             0.00            16.85
               39               11               50             0.22            16.85
               39               12               50             0.41            16.63
               39                1               50             0.41            16.22
               39                2               50             0.41            15.82
               39                3               50            15.41            15.41
                1                4               30             0.24            41.44
                1                5               30             1.48            41.20
                1                6               30             3.13            39.72
                1                7               30             2.72            36.58
                1                8               30             3.53            33.86
                1                9               30             4.32            30.34
                1               10               30             5.88            26.02
                1               11               30             5.72            20.14
                1               12               30             4.22            14.42
                1                1               30             3.93            10.20
                1                2               30             3.48             6.27
                1                3               30             2.79             2.79
                2                4               30             2.13            30.97
                2                5               30             1.19            28.84
                2                6               30             2.32            27.65
                2                7               30             3.71            25.34
                2                8               30             3.24            21.63
                2                9               30             3.11            18.38
                2               10               30             3.36            15.27
                2               11               30             2.86            11.91
                2               12               30             2.04             9.05
                2                1               30             2.19             7.01
                2                2               30             2.50             4.81
                2                3               30             2.31             2.31
                3                4               30             0.49            35.58
                3                5               30             0.49            35.09
                3                6               30             0.00            34.60
                3                7               30             0.00            34.60
                3                8               30             0.85            34.60
                3                9               30             4.45            33.75
                3               10               30             4.68            29.30
                3               11               30             4.68            24.62
                3               12               30             5.11            19.94
                3                1               30             4.80            14.83
                3                2               30             4.51            10.04
                3                3               30             5.52             5.52
                4                4               30             1.34           136.64
                4                5               30             2.53           135.30
                4                6               30             2.53           132.77
                4                7               30             3.43           130.23
                4                8               30            10.59           126.81
                4                9               30            16.13           116.22
                4               10               30            22.88           100.09
                4               11               30            27.37            77.21
                4               12               30            19.49            49.84
                4                1               30            14.01            30.36
                4                2               30             9.77            16.34
                4                3               30             6.58             6.58
                5                4               30             0.00             9.00
                5                5               30             0.00             9.00
                5                6               30             0.00             9.00
                5                7               30             0.00             9.00
                5                8               30             9.00             9.00
                5                9               30             0.00             0.00
                5               10               30             0.00             0.00
                5               11               30             0.00             0.00
                5               12               30             0.00             0.00
                5                1               30             0.00             0.00
                5                2               30             0.00             0.00
                5                3               30             0.00             0.00
                6                4               30             4.52            82.50
                6                5               30             4.12            77.98
                6                6               30             3.38            73.86
                6                7               30             5.61            70.49
                6                8               30             7.77            64.88
                6                9               30             8.60            57.11
                6               10               30            11.83            48.51
                6               11               30            10.95            36.68
                6               12               30             9.36            25.73
                6                1               30             6.71            16.37
                6                2               30             5.06             9.67
                6                3               30             4.60             4.60
                7                4               30             0.00             9.60
                7                5               30             0.00             9.60
                7                6               30             0.00             9.60
                7                7               30             0.00             9.60
                7                8               30             0.00             9.60
                7                9               30             1.04             9.60
                7               10               30             5.37             8.56
                7               11               30             3.08             3.19
                7               12               30             0.11             0.11
                7                1               30             0.00             0.00
                7                2               30             0.00             0.00
                7                3               30             0.00             0.00
                8                4               30             0.00           138.35
                8                5               30             0.00           138.35
                8                6               30             3.20           138.35
                8                7               30             2.03           135.15
                8                8               30             1.02           133.11
                8                9               30             1.33           132.10
                8               10               30             1.55           130.77
                8               11               30             1.37           129.21
                8               12               30             0.00           127.84
                8                1               30            37.80           127.84
                8                2               30            43.57            90.04
                8                3               30            46.48            46.48
                9                4               30             3.66            27.50
                9                5               30             3.13            23.84
                9                6               30             1.12            20.72
                9                7               30             1.59            19.60
                9                8               30             2.01            18.01
                9                9               30             2.22            16.00
                9               10               30             3.11            13.78
                9               11               30             3.11            10.67
                9               12               30             2.89             7.55
                9                1               30             1.95             4.67
                9                2               30             1.38             2.72
                9                3               30             1.34             1.34
               10                4               30             0.00             9.31
               10                5               30             0.00             9.31
               10                6               30             0.00             9.31
               10                7               30             0.00             9.31
               10                8               30             0.26             9.31
               10                9               30             1.30             9.05
               10               10               30             1.43             7.75
               10               11               30             1.80             6.32
               10               12               30             1.52             4.52
               10                1               30             1.50             3.00
               10                2               30             0.68             1.49
               10                3               30             0.81             0.81
               11                4               30             0.42             5.04
               11                5               30             0.31             4.62
               11                6               30             0.26             4.31
               11                7               30             0.31             4.05
               11                8               30             0.45             3.74
               11                9               30             0.66             3.30
               11               10               30             0.75             2.63
               11               11               30             0.65             1.88
               11               12               30             0.44             1.23
               11                1               30             0.27             0.79
               11                2               30             0.24             0.52
               11                3               30             0.28             0.28
               12                4               30             0.00            55.75
               12                5               30             0.00            55.75
               12                6               30             2.25            55.75
               12                7               30             1.91            53.50
               12                8               30             1.79            51.59
               12                9               30             2.09            49.80
               12               10               30             2.42            47.70
               12               11               30             0.69            45.29
               12               12               30             0.00            44.60
               12                1               30            11.89            44.60
               12                2               30            16.35            32.71
               12                3               30            16.35            16.35
               13                4               30             0.17            38.45
               13                5               30             0.34            38.28
               13                6               30             0.57            37.94
               13                7               30             0.11            37.37
               13                8               30             0.51            37.26
               13                9               30             3.20            36.74
               13               10               30            12.31            33.54
               13               11               30            12.82            21.23
               13               12               30             4.78             8.42
               13                1               30             2.93             3.63
               13                2               30             0.58             0.70
               13                3               30             0.11             0.11
               14                4               30             0.00             2.96
               14                5               30             0.00             2.96
               14                6               30             0.00             2.96
               14                7               30             0.76             2.96
               14                8               30             1.06             2.20
               14                9               30             0.67             1.14
               14               10               30             0.31             0.47
               14               11               30             0.16             0.16
               14               12               30             0.00             0.00
               14                1               30             0.00             0.00
               14                2               30             0.00             0.00
               14                3               30             0.00             0.00
               15                4               30             0.82           134.60
               15                5               30             0.80           133.78
               15                6               30             1.11           132.99
               15                7               30             1.68           131.88
               15                8               30            10.77           130.19
               15                9               30            22.80           119.42
               15               10               30            29.26            96.62
               15               11               30            27.69            67.36
               15               12               30            15.61            39.68
               15                1               30            11.17            24.06
               15                2               30             6.92            12.90
               15                3               30             5.98             5.98
               16                4               30             1.06           534.35
               16                5               30             1.05           533.29
               16                6               30             1.23           532.24
               16                7               30             2.29           531.01
               16                8               30            22.28           528.72
               16                9               30           109.97           506.44
               16               10               30           159.36           396.47
               16               11               30           115.14           237.11
               16               12               30            60.41           121.97
               16                1               30            32.34            61.56
               16                2               30            18.94            29.22
               16                3               30            10.28            10.28
               17                4               30             0.00            87.70
               17                5               30             0.00            87.70
               17                6               30             0.00            87.70
               17                7               30             0.89            87.70
               17                8               30            12.65            86.81
               17                9               30            25.47            74.17
               17               10               30            23.58            48.70
               17               11               30            13.00            25.12
               17               12               30             7.03            12.12
               17                1               30             2.72             5.08
               17                2               30             2.31             2.37
               17                3               30             0.06             0.06
               18                4               30             0.41           126.39
               18                5               30             0.77           125.98
               18                6               30             1.42           125.21
               18                7               30             9.92           123.79
               18                8               30            16.99           113.87
               18                9               30            27.46            96.87
               18               10               30            29.06            69.41
               18               11               30            22.41            40.35
               18               12               30            13.78            17.94
               18                1               30             2.68             4.16
               18                2               30             1.36             1.48
               18                3               30             0.12             0.12
               19                4               30             0.00            94.64
               19                5               30             0.00            94.64
               19                6               30             0.00            94.64
               19                7               30             2.66            94.64
               19                8               30             8.57            91.98
               19                9               30            16.25            83.42
               19               10               30            27.48            67.16
               19               11               30            21.36            39.68
               19               12               30            10.34            18.33
               19                1               30             5.17             7.98
               19                2               30             1.48             2.81
               19                3               30             1.34             1.34
               20                4               30             0.07             2.30
               20                5               30             0.07             2.23
               20                6               30             0.16             2.17
               20                7               30             0.20             2.00
               20                8               30             0.29             1.81
               20                9               30             0.33             1.52
               20               10               30             0.33             1.19
               20               11               30             0.30             0.87
               20               12               30             0.24             0.57
               20                1               30             0.13             0.33
               20                2               30             0.11             0.20
               20                3               30             0.09             0.09
               21                4               30             0.00           147.47
               21                5               30             0.00           147.47
               21                6               30            12.57           147.47
               21                7               30            12.57           134.90
               21                8               30            12.57           122.34
               21                9               30            17.42           109.77
               21               10               30            18.01            92.35
               21               11               30            18.32            74.34
               21               12               30            18.32            56.02
               21                1               30            12.57            37.70
               21                2               30            12.57            25.13
               21                3               30            12.57            12.57
               22                4               30             0.00             0.00
               22                5               30             0.00             0.00
               22                6               30             0.00             0.00
               22                7               30             0.00             0.00
               22                8               30             0.00             0.00
               22                9               30             0.00             0.00
               22               10               30             0.00             0.00
               22               11               30             0.00             0.00
               22               12               30             0.00             0.00
               22                1               30             0.00             0.00
               22                2               30             0.00             0.00
               22                3               30             0.00             0.00
               23                4               30             1.38           396.61
               23                5               30             7.44           395.23
               23                6               30             7.39           387.79
               23                7               30            28.33           380.40
               23                8               30            33.66           352.07
               23                9               30            52.72           318.41
               23               10               30            49.84           265.69
               23               11               30            57.94           215.86
               23               12               30            44.45           157.92
               23                1               30            53.77           113.47
               23                2               30            33.90            59.70
               23                3               30            25.81            25.81
               24                4               30            53.12           977.35
               24                5               30            54.00           924.23
               24                6               30            74.31           870.24
               24                7               30            84.83           795.93
               24                8               30            79.85           711.10
               24                9               30            94.62           631.25
               24               10               30            61.67           536.63
               24               11               30            65.46           474.96
               24               12               30            64.62           409.50
               24                1               30           150.20           344.88
               24                2               30           109.92           194.68
               24                3               30            84.75            84.75
               25                4               30             0.51           290.07
               25                5               30             2.85           289.56
               25                6               30             7.00           286.70
               25                7               30            33.10           279.70
               25                8               30            35.70           246.60
               25                9               30            45.44           210.90
               25               10               30            44.42           165.46
               25               11               30            53.95           121.04
               25               12               30            42.78            67.09
               25                1               30            11.90            24.31
               25                2               30             9.18            12.41
               25                3               30             3.23             3.23
               26                4               30             4.74            83.36
               26                5               30             4.89            78.62
               26                6               30             4.89            73.73
               26                7               30             5.11            68.85
               26                8               30             5.74            63.74
               26                9               30             9.21            58.00
               26               10               30             9.43            48.79
               26               11               30             6.65            39.35
               26               12               30             9.38            32.70
               26                1               30             9.40            23.32
               26                2               30             7.59            13.93
               26                3               30             6.34             6.34
               27                4               30             0.01            24.31
               27                5               30             0.01            24.30
               27                6               30             0.01            24.28
               27                7               30             0.01            24.27
               27                8               30             1.27            24.25
               27                9               30             5.05            22.98
               27               10               30             6.82            17.93
               27               11               30             2.47            11.11
               27               12               30             2.09             8.64
               27                1               30             2.48             6.55
               27                2               30             2.05             4.06
               27                3               30             2.01             2.01
               28                4               30             0.00             5.24
               28                5               30             0.00             5.24
               28                6               30             0.00             5.24
               28                7               30             0.37             5.24
               28                8               30             0.58             4.87
               28                9               30             0.73             4.30
               28               10               30             1.15             3.56
               28               11               30             1.29             2.41
               28               12               30             0.73             1.12
               28                1               30             0.39             0.39
               28                2               30             0.00             0.00
               28                3               30             0.00             0.00
               29                4               30             1.12            19.98
               29                5               30             1.23            18.87
               29                6               30             2.10            17.64
               29                7               30             2.35            15.54
               29                8               30             2.94            13.19
               29                9               30             2.74            10.25
               29               10               30             0.96             7.51
               29               11               30             1.04             6.55
               29               12               30             1.00             5.51
               29                1               30             1.90             4.51
               29                2               30             1.82             2.61
               29                3               30             0.79             0.79
               30                4               30             1.39            99.71
               30                5               30             0.82            98.32
               30                6               30             4.16            97.50
               30                7               30             4.28            93.34
               30                8               30             8.28            89.06
               30                9               30             8.87            80.78
               30               10               30            12.19            71.91
               30               11               30            14.36            59.72
               30               12               30            14.90            45.36
               30                1               30            13.64            30.47
               30                2               30            11.77            16.82
               30                3               30             5.05             5.05
               31                4               30             0.00            28.80
               31                5               30             0.00            28.80
               31                6               30             0.00            28.80
               31                7               30             0.00            28.80
               31                8               30             0.00            28.80
               31                9               30             4.56            28.80
               31               10               30             8.27            24.24
               31               11               30             9.37            15.98
               31               12               30             5.20             6.61
               31                1               30             1.41             1.41
               31                2               30             0.00             0.00
               31                3               30             0.00             0.00
               32                4               30             1.29            16.64
               32                5               30             0.03            15.35
               32                6               30             1.68            15.32
               32                7               30             2.70            13.64
               32                8               30             1.64            10.93
               32                9               30             1.64             9.29
               32               10               30             1.52             7.65
               32               11               30             1.42             6.13
               32               12               30             1.22             4.70
               32                1               30             1.25             3.48
               32                2               30             1.20             2.24
               32                3               30             1.03             1.03
               33                4               30             1.29            21.14
               33                5               30             1.38            19.85
               33                6               30             1.69            18.47
               33                7               30             1.83            16.78
               33                8               30             1.92            14.95
               33                9               30             1.97            13.03
               33               10               30             2.05            11.06
               33               11               30             2.02             9.01
               33               12               30             1.91             7.00
               33                1               30             1.93             5.09
               33                2               30             1.62             3.16
               33                3               30             1.54             1.54
               34                4               30             3.02            45.49
               34                5               30             3.11            42.47
               34                6               30             3.42            39.36
               34                7               30             3.48            35.94
               34                8               30             4.19            32.46
               34                9               30             4.33            28.27
               34               10               30             4.58            23.94
               34               11               30             4.99            19.35
               34               12               30             5.04            14.37
               34                1               30             4.41             9.33
               34                2               30             2.27             4.92
               34                3               30             2.65             2.65
               35                4               30             0.00            98.80
               35                5               30             0.00            98.80
               35                6               30             0.57            98.80
               35                7               30             5.20            98.23
               35                8               30             6.00            93.03
               35                9               30             8.00            87.03
               35               10               30             8.93            79.02
               35               11               30            10.43            70.10
               35               12               30            13.68            59.66
               35                1               30            15.86            45.98
               35                2               30            14.48            30.13
               35                3               30            15.65            15.65
               36                4               30             2.73            45.41
               36                5               30             2.91            42.68
               36                6               30             2.94            39.76
               36                7               30             2.99            36.82
               36                8               30             3.53            33.83
               36                9               30             4.36            30.30
               36               10               30             4.81            25.94
               36               11               30             5.57            21.13
               36               12               30             6.13            15.55
               36                1               30             3.32             9.42
               36                2               30             3.08             6.10
               36                3               30             3.02             3.02
               37                4               30             0.00            87.47
               37                5               30             0.00            87.47
               37                6               30             0.00            87.47
               37                7               30             0.00            87.47
               37                8               30             0.00            87.47
               37                9               30            16.67            87.47
               37               10               30            30.28            70.80
               37               11               30            26.50            40.53
               37               12               30             3.19            14.02
               37                1               30             3.19            10.83
               37                2               30             3.19             7.63
               37                3               30             4.44             4.44
               38                4               30             0.00             3.15
               38                5               30             0.00             3.15
               38                6               30             0.00             3.15
               38                7               30             0.00             3.15
               38                8               30             0.00             3.15
               38                9               30             0.00             3.15
               38               10               30             0.00             3.15
               38               11               30             0.00             3.15
               38               12               30             0.00             3.15
               38                1               30             0.00             3.15
               38                2               30             3.15             3.15
               38                3               30             0.00             0.00
               39                4               30             0.00            16.85
               39                5               30             0.00            16.85
               39                6               30             0.00            16.85
               39                7               30             0.00            16.85
               39                8               30             0.00            16.85
               39                9               30             0.00            16.85
               39               10               30             0.00            16.85
               39               11               30             0.00            16.85
               39               12               30             0.00            16.85
               39                1               30             0.49            16.85
               39                2               30             0.68            16.36
               39                3               30            15.68            15.68
